     Index              y_true              y_pred        descriptor_1
        67    0.6068185862E+01    0.5897127320E+01    0.6606423726E+00
        68    0.5564666064E+01    0.6024620495E+01    0.4355110924E+00
        69    0.6021189299E+01    0.5925629555E+01    0.6103122703E+00
        70    0.5821513528E+01    0.5887738226E+01    0.6772219162E+00
        71    0.5107209970E+01    0.5942783291E+01    0.5800216876E+00
        72    0.4592176757E+01    0.5799984501E+01    0.8321800809E+00
        73    0.5719331287E+01    0.5866176976E+01    0.7152954200E+00
        74    0.6877371346E+01    0.6375949260E+01   -0.1848757964E+00
        75    0.4748188027E+01    0.5809416565E+01    0.8155246589E+00
        76    0.5817565370E+01    0.5923904967E+01    0.6133575991E+00
        77    0.5301029996E+01    0.5951476141E+01    0.5646715913E+00
        78    0.4376576957E+01    0.5937102045E+01    0.5900538019E+00
        79    0.5041392685E+01    0.5798534289E+01    0.8347409093E+00
        80    0.5408239965E+01    0.6141721953E+01    0.2287298202E+00
        81    0.5580924976E+01    0.5927196621E+01    0.6075450978E+00
        82    0.5522444234E+01    0.5841670618E+01    0.7585694840E+00
        83    0.6431363764E+01    0.6467123398E+01   -0.3458738283E+00
        84    0.6550228353E+01    0.5946604834E+01    0.5732734915E+00
        85    0.5271841607E+01    0.6277563297E+01   -0.1114290755E-01
        86    0.5711807229E+01    0.6114914377E+01    0.2760674435E+00
        87    0.6790988475E+01    0.5946604834E+01    0.5732734915E+00
        88    0.5575187845E+01    0.5942783291E+01    0.5800216876E+00
        89    0.6082785370E+01    0.6131922288E+01    0.2460343638E+00
        90    0.6056904851E+01    0.6503466909E+01   -0.4100502926E+00
        91    0.6283301229E+01    0.6467123398E+01   -0.3458738283E+00
        92    0.6421603927E+01    0.6467123398E+01   -0.3458738283E+00
        93    0.6478566496E+01    0.6467123398E+01   -0.3458738283E+00
        94    0.6356025857E+01    0.6467123398E+01   -0.3458738283E+00
        95    0.6517195898E+01    0.6467123398E+01   -0.3458738283E+00
        96    0.6056904851E+01    0.6131922288E+01    0.2460343638E+00
        97    0.6514547753E+01    0.6530702471E+01   -0.4581436661E+00
        98    0.6320146286E+01    0.6373546495E+01   -0.1806329210E+00
        99    0.5718501689E+01    0.5916480381E+01    0.6264681551E+00
       100    0.5797267541E+01    0.5993217780E+01    0.4909629503E+00
       101    0.6459392488E+01    0.6200242084E+01    0.1253932137E+00
       102    0.6424881637E+01    0.6467123398E+01   -0.3458738283E+00
       103    0.4790988475E+01    0.5973110185E+01    0.5264695467E+00
       104    0.6431363764E+01    0.6467123398E+01   -0.3458738283E+00
       105    0.6480006943E+01    0.6467123398E+01   -0.3458738283E+00
       106    0.6298853076E+01    0.6467123398E+01   -0.3458738283E+00
       107    0.6484299839E+01    0.6467123398E+01   -0.3458738283E+00
       108    0.6423245874E+01    0.6200242084E+01    0.1253932137E+00
       109    0.6322219295E+01    0.6200242084E+01    0.1253932137E+00
       110    0.3201397124E+01    0.6296778509E+01   -0.4507370479E-01
       111    0.6315970345E+01    0.6200242084E+01    0.1253932137E+00
       112    0.6553883027E+01    0.6200242084E+01    0.1253932137E+00
       113    0.5802089258E+01    0.5850406959E+01    0.7431425905E+00
       114    0.6540329475E+01    0.6200242084E+01    0.1253932137E+00
       115    0.4143014800E+01    0.5794872040E+01    0.8412078191E+00
       116    0.4170261715E+01    0.5871301274E+01    0.7062467802E+00
       117    0.5768638101E+01    0.5823312039E+01    0.7909876134E+00
       118    0.6463892989E+01    0.6467123398E+01   -0.3458738283E+00
       119    0.6390935107E+01    0.6467123398E+01   -0.3458738283E+00
       120    0.6873901598E+01    0.5929029700E+01    0.6043081906E+00
       121    0.5715167358E+01    0.6071394172E+01    0.3529167282E+00
       122    0.4788875116E+01    0.6075418608E+01    0.3458102593E+00
       123    0.2612783857E+01    0.5915760478E+01    0.6277393823E+00
       124    0.5369215857E+01    0.6334238660E+01   -0.1112219661E+00
       125    0.5683947131E+01    0.5897127320E+01    0.6606423726E+00
       126    0.4594392550E+01    0.5931406298E+01    0.6001115239E+00
       127    0.5951337519E+01    0.6032049451E+01    0.4223928200E+00
       128    0.4363611980E+01    0.5923647618E+01    0.6138120334E+00
       129    0.6436162647E+01    0.6408351058E+01   -0.2420918645E+00
       130    0.6170261715E+01    0.6114410343E+01    0.2769574811E+00
       131    0.5785329835E+01    0.5887738226E+01    0.6772219162E+00
       132    0.4895422546E+01    0.5801591006E+01    0.8293432670E+00
       133    0.6496929648E+01    0.5983818366E+01    0.5075607194E+00
       134    0.5873901598E+01    0.5882710229E+01    0.6861005046E+00
       135    0.6262451090E+01    0.6198815203E+01    0.1279128441E+00
       136    0.5900913068E+01    0.6388328569E+01   -0.2067355529E+00
       137    0.6262451090E+01    0.6215046316E+01    0.9925145696E-01
       138    0.6173186268E+01    0.6088300530E+01    0.3230629748E+00
       139    0.5676693610E+01    0.6193937383E+01    0.1365262457E+00
       140    0.5235528447E+01    0.6115692924E+01    0.2746926620E+00
       141    0.6634477270E+01    0.5983818366E+01    0.5075607194E+00
       142    0.6346352974E+01    0.6404281596E+01   -0.2349058863E+00
       143    0.6713490543E+01    0.5983818366E+01    0.5075607194E+00
       144    0.6281033367E+01    0.6288740705E+01   -0.3088030954E-01
       145    0.5766412847E+01    0.5926397321E+01    0.6089565259E+00
       146    0.2804820679E+01    0.5869663938E+01    0.7091380378E+00
       147    0.6531478917E+01    0.6155281577E+01    0.2047858289E+00
       148    0.5534026106E+01    0.5800685006E+01    0.8309431075E+00
       149    0.6436162647E+01    0.5946604834E+01    0.5732734915E+00
       150    0.6389166084E+01    0.6433353505E+01   -0.2862419373E+00
       151    0.5995196292E+01    0.5996355206E+01    0.4854227901E+00
       152    0.5741939078E+01    0.6124017066E+01    0.2599936423E+00
       153    0.6954242509E+01    0.6336932549E+01   -0.1159789150E+00
       154    0.6530199698E+01    0.5906716118E+01    0.6437101853E+00
       155    0.6252853031E+01    0.6015898035E+01    0.4509134756E+00
       156    0.5980457892E+01    0.5996355206E+01    0.4854227901E+00
       157    0.5143014800E+01    0.5796685613E+01    0.8380053574E+00
       158    0.6432969291E+01    0.6148882375E+01    0.2160857320E+00
       159    0.5139879086E+01    0.5878181732E+01    0.6940970605E+00
       160    0.2564666064E+01    0.5896555809E+01    0.6616515640E+00
       161    0.6567026366E+01    0.6591189934E+01   -0.5649542452E+00
       162    0.5833784375E+01    0.6071394172E+01    0.3529167282E+00
       163    0.5017033339E+01    0.5796685613E+01    0.8380053574E+00
       164    0.2482873584E+01    0.5933082800E+01    0.5971511053E+00
       165    0.6217483944E+01    0.5859346333E+01    0.7273571745E+00
       166    0.5025305865E+01    0.5796685613E+01    0.8380053574E+00
       167    0.4012837225E+01    0.5796685613E+01    0.8380053574E+00
       168    0.5540329475E+01    0.6516272362E+01   -0.4326625455E+00
       169    0.6206825876E+01    0.5859346333E+01    0.7273571745E+00
       170    0.5889861721E+01    0.6080873159E+01    0.3361784495E+00
       171    0.6499687083E+01    0.6189233478E+01    0.1448325413E+00
       172    0.6625312451E+01    0.6287158010E+01   -0.2808553841E-01
       173    0.5257678575E+01    0.5946604834E+01    0.5732734915E+00
       174    0.5812913357E+01    0.5927074640E+01    0.6077604956E+00
       175    0.6089905111E+01    0.5887738226E+01    0.6772219162E+00
       176    0.6423245874E+01    0.6139058547E+01    0.2334329432E+00
       177    0.2187520721E+01    0.5928929575E+01    0.6044849945E+00
       178    0.5674861141E+01    0.5887738226E+01    0.6772219162E+00
       179    0.4985426474E+01    0.5798534289E+01    0.8347409093E+00
       180    0.6552668216E+01    0.6033064569E+01    0.4206002945E+00
       181    0.6096910013E+01    0.5977566583E+01    0.5186003040E+00
       182    0.6357934847E+01    0.6086041740E+01    0.3270516141E+00
       183    0.5212187604E+01    0.6336932549E+01   -0.1159789150E+00
       184    0.5492760389E+01    0.6525059988E+01   -0.4481799997E+00
       185    0.5378397901E+01    0.5794872040E+01    0.8412078191E+00
       186    0.6749736316E+01    0.6530343705E+01   -0.4575101466E+00
       187    0.5392696953E+01    0.6310407652E+01   -0.6914045629E-01
       188    0.6597695186E+01    0.6077001537E+01    0.3430150760E+00
       189    0.6698970004E+01    0.6177475917E+01    0.1655943959E+00
       190    0.5980457892E+01    0.6504769578E+01   -0.4123505842E+00
       191    0.6350248018E+01    0.5831002223E+01    0.7774080548E+00
       192    0.6037426498E+01    0.5926397321E+01    0.6089565259E+00
       193    0.5651278014E+01    0.5796685613E+01    0.8380053574E+00
       194    0.6448706320E+01    0.5917958728E+01    0.6238576465E+00
       195    0.5865103975E+01    0.5981038116E+01    0.5124701673E+00
       196    0.6146128036E+01    0.6038800342E+01    0.4104718941E+00
       197    0.5037426498E+01    0.6127368525E+01    0.2540755354E+00
       198    0.6361727836E+01    0.5808957026E+01    0.8163361261E+00
       199    0.6082785370E+01    0.5941050773E+01    0.5830810195E+00
       200    0.5689308859E+01    0.5926660156E+01    0.6084924031E+00
       201    0.7250420002E+01    0.6357914609E+01   -0.1530296683E+00
       202    0.6714329760E+01    0.5903423739E+01    0.6495239673E+00
       203    0.5406540180E+01    0.5827077666E+01    0.7843381562E+00
       204    0.5635483747E+01    0.5923265440E+01    0.6144868941E+00
       205    0.4950364854E+01    0.6373546495E+01   -0.1806329210E+00
       206    0.6045322979E+01    0.6278254240E+01   -0.1236299530E-01
       207    0.6130333768E+01    0.6013469901E+01    0.4552011467E+00
       208    0.5943988875E+01    0.5831002223E+01    0.7774080548E+00
       209    0.6330413773E+01    0.5974446216E+01    0.5241103425E+00
       210    0.6558708571E+01    0.5899632342E+01    0.6562189296E+00
       211    0.5943494516E+01    0.6102390966E+01    0.2981816584E+00
       212    0.6709269961E+01    0.5831002223E+01    0.7774080548E+00
       213    0.4806179974E+01    0.5794872040E+01    0.8412078191E+00
       214    0.6243038049E+01    0.6013469901E+01    0.4552011467E+00
       215    0.6315970345E+01    0.5904569280E+01    0.6475011362E+00
       216    0.5720159303E+01    0.6262854103E+01    0.1483103005E-01
       217    0.5833784375E+01    0.5981038116E+01    0.5124701673E+00
       218    0.6670245853E+01    0.5904918164E+01    0.6468850658E+00
       219    0.6240549248E+01    0.5887738226E+01    0.6772219162E+00
       220    0.6136720567E+01    0.5961273739E+01    0.5473706992E+00
       221    0.6311753861E+01    0.6014226581E+01    0.4538649790E+00
       222    0.6367355921E+01    0.5962011197E+01    0.5460684722E+00
       223    0.5700703717E+01    0.5936445513E+01    0.5912131262E+00
       224    0.6037426498E+01    0.6008916795E+01    0.4632411587E+00
       225    0.4120573931E+01    0.6040290267E+01    0.4078409385E+00
       226    0.6012837225E+01    0.6088161520E+01    0.3233084414E+00
       227    0.6103803721E+01    0.5904918164E+01    0.6468850658E+00
       228    0.6130333768E+01    0.6256752370E+01    0.2560565301E-01
       229    0.5732393760E+01    0.5981038116E+01    0.5124701673E+00
       230    0.6392696953E+01    0.6064880674E+01    0.3644184590E+00
       231    0.6682145076E+01    0.6354174325E+01   -0.1464249615E+00
       232    0.5658011397E+01    0.6260512245E+01    0.1896635353E-01
       233    0.6576341350E+01    0.6029849306E+01    0.4262779018E+00
       234    0.5915927212E+01    0.6151426924E+01    0.2115924903E+00
       235    0.5755112266E+01    0.6203830268E+01    0.1190570915E+00
       236    0.5453318340E+01    0.6291892037E+01   -0.3644502583E-01
       237    0.6190331698E+01    0.5904223844E+01    0.6481111169E+00
       238    0.6049218023E+01    0.5807898255E+01    0.8182057368E+00
       239    0.6348304863E+01    0.5963145021E+01    0.5440663331E+00
       240    0.6086359831E+01    0.6249671530E+01    0.3810921263E-01
       241    0.5984077034E+01    0.5795278135E+01    0.8404907233E+00
       242    0.6252853031E+01    0.5833206730E+01    0.7735152703E+00
       243    0.6365487985E+01    0.5910602075E+01    0.6368482452E+00
       244    0.6553883027E+01    0.6209743280E+01    0.1086157162E+00
       245    0.6755874856E+01    0.5857156829E+01    0.7312234660E+00
       246    0.4503790683E+01    0.5951207709E+01    0.5651455966E+00
       247    0.4855519156E+01    0.5891809111E+01    0.6700334253E+00
       248    0.6060697840E+01    0.6136833716E+01    0.2373616163E+00
       249    0.5979548375E+01    0.5873625275E+01    0.7021429894E+00
       250    0.5269512944E+01    0.5923904967E+01    0.6133575991E+00
       251    0.5155336037E+01    0.6003956755E+01    0.4719997469E+00
       252    0.6089905111E+01    0.5935435370E+01    0.5929968659E+00
       253    0.5996073654E+01    0.5920713083E+01    0.6189939237E+00
       254    0.4605305046E+01    0.5852720453E+01    0.7390573520E+00
       255    0.5605305046E+01    0.6122554687E+01    0.2625759536E+00
       256    0.6064457989E+01    0.5960290994E+01    0.5491060588E+00
       257    0.5910624405E+01    0.5863727896E+01    0.7196200793E+00
       258    0.6313867220E+01    0.5964116151E+01    0.5423514822E+00
       259    0.5946943271E+01    0.6504693483E+01   -0.4122162138E+00
       260    0.3307496038E+01    0.5963998321E+01    0.5425595492E+00
       261    0.6012837225E+01    0.5842480320E+01    0.7571396865E+00
       262    0.6164352856E+01    0.5996355206E+01    0.4854227901E+00
       263    0.5887054378E+01    0.5893346310E+01    0.6673189934E+00
       264    0.6517195898E+01    0.5965112134E+01    0.5405927457E+00
       265    0.5107209970E+01    0.6082591030E+01    0.3331449804E+00
       266    0.6222716471E+01    0.5822670082E+01    0.7921212009E+00
       267    0.5501059262E+01    0.6011944905E+01    0.4578940305E+00
       268    0.6008600172E+01    0.6077001537E+01    0.3430150760E+00
       269    0.6359835482E+01    0.5965112134E+01    0.5405927457E+00
       270    0.5262451090E+01    0.5887738226E+01    0.6772219162E+00
       271    0.5539076099E+01    0.6297750324E+01   -0.4678976603E-01
       272    0.6071882007E+01    0.5900302624E+01    0.6550353250E+00
       273    0.6798650645E+01    0.6272702531E+01   -0.2559619493E-02
       274    0.5896526217E+01    0.6239791187E+01    0.5555622034E-01
       275    0.5663700925E+01    0.6189233478E+01    0.1448325413E+00
       276    0.5214843848E+01    0.5820436354E+01    0.7960655852E+00
       277    0.6060697840E+01    0.6242650491E+01    0.5050717586E-01
       278    0.6437750563E+01    0.5831002223E+01    0.7774080548E+00
       279    0.6394451681E+01    0.5849321212E+01    0.7450598338E+00
       280    0.6822168079E+01    0.5908043841E+01    0.6413656508E+00
       281    0.6488550717E+01    0.5965112134E+01    0.5405927457E+00
       282    0.5885361220E+01    0.5843069827E+01    0.7560987174E+00
       283    0.6301029996E+01    0.5815786300E+01    0.8042767903E+00
       284    0.6068185862E+01    0.6024620495E+01    0.4355110924E+00
       285    0.6482873584E+01    0.6300391460E+01   -0.5145356239E-01
       286    0.6682145076E+01    0.6348502005E+01   -0.1364086084E+00
       287    0.7406540180E+01    0.6657085140E+01   -0.6813139798E+00
       288    0.4426511261E+01    0.6035818735E+01    0.4157369054E+00
       289    0.6209515015E+01    0.5887738226E+01    0.6772219162E+00
       290    0.4919078092E+01    0.5856459047E+01    0.7324556302E+00
       291    0.5107209970E+01    0.6096765248E+01    0.3081157204E+00
       292    0.6662757832E+01    0.6208276061E+01    0.1112065767E+00
       293    0.4850646235E+01    0.5833807709E+01    0.7724540437E+00
       294    0.5845718018E+01    0.5868073244E+01    0.7119469326E+00
       295    0.6856728890E+01    0.5881922751E+01    0.6874910567E+00
       296    0.5045322979E+01    0.5879376784E+01    0.6919868016E+00
       297    0.4570542940E+01    0.6092880687E+01    0.3149751943E+00
       298    0.4737192643E+01    0.5795358192E+01    0.8403493572E+00
       299    0.4478566496E+01    0.5843069827E+01    0.7560987174E+00
       300    0.5852479994E+01    0.6202320885E+01    0.1217224056E+00
       301    0.6477121255E+01    0.6171719612E+01    0.1757590527E+00
       302    0.7383815366E+01    0.6003681236E+01    0.4724862667E+00
       303    0.6721810615E+01    0.6385629227E+01   -0.2019689724E+00
       304    0.6021189299E+01    0.6040290267E+01    0.4078409385E+00
       305    0.6947923620E+01    0.6630306035E+01   -0.6340266331E+00
       306    0.6396199347E+01    0.6516272362E+01   -0.4326625455E+00
       307    0.6820201459E+01    0.6522798020E+01   -0.4441857494E+00
       308    0.6127104798E+01    0.6585238531E+01   -0.5544450805E+00
       309    0.6463892989E+01    0.6650613171E+01   -0.6698855841E+00
       310    0.7068185862E+01    0.6563041220E+01   -0.5152484016E+00
       311    0.6426511261E+01    0.6449721525E+01   -0.3151450787E+00
       312    0.6322219295E+01    0.6415031655E+01   -0.2538886636E+00
       313    0.6805500858E+01    0.5933529696E+01    0.5963619635E+00
       314    0.6868056362E+01    0.6548275651E+01   -0.4891749160E+00
       315    0.5389166084E+01    0.6211090471E+01    0.1062368059E+00
       316    0.6693726949E+01    0.6249036540E+01    0.3923049760E-01
       317    0.6641474111E+01    0.6071394172E+01    0.3529167282E+00
       318    0.7033423755E+01    0.5867479175E+01    0.7129959579E+00
       319    0.5661812686E+01    0.6259533709E+01    0.2069428192E-01
       320    0.6983626287E+01    0.5873383141E+01    0.7025705564E+00
       321    0.6292256071E+01    0.6164610085E+01    0.1883132691E+00
       322    0.6804820679E+01    0.6640612408E+01   -0.6522259347E+00
       323    0.6053078443E+01    0.6649164183E+01   -0.6673269176E+00
       324    0.6155336037E+01    0.6396932376E+01   -0.2219284135E+00
       325    0.6724275870E+01    0.5933529696E+01    0.5963619635E+00
       326    0.6000000000E+01    0.6055891681E+01    0.3802914937E+00
       327    0.6206825876E+01    0.5895404624E+01    0.6636843613E+00
       328    0.6806179974E+01    0.6571384055E+01   -0.5299804305E+00
       329    0.6632457292E+01    0.6389434549E+01   -0.2086885253E+00
       330    0.5369215857E+01    0.6322380063E+01   -0.9028169946E-01
       331    0.6100370545E+01    0.6108041769E+01    0.2882033004E+00
       332    0.5662757832E+01    0.6261611156E+01    0.1702586271E-01
       333    0.5130333768E+01    0.6282981118E+01   -0.2070985809E-01
       334    0.5892094603E+01    0.6384146021E+01   -0.1993498839E+00
       335    0.5855519156E+01    0.6071394172E+01    0.3529167282E+00
       336    0.5292256071E+01    0.5795761662E+01    0.8396368964E+00
       337    0.5287801730E+01    0.5887738226E+01    0.6772219162E+00
       338    0.5697229343E+01    0.6327281629E+01   -0.9893703098E-01
       339    0.6089905111E+01    0.6088161520E+01    0.3233084414E+00
       340    0.5502427120E+01    0.5970144168E+01    0.5317070279E+00
       341    0.6243038049E+01    0.6361991031E+01   -0.1602279364E+00
       342    0.5559906625E+01    0.6270033375E+01    0.2153656079E-02
       343    0.6305351369E+01    0.6017892341E+01    0.4473918703E+00
       344    0.5862727528E+01    0.5799298846E+01    0.8333908321E+00
       345    0.5356025857E+01    0.6079099753E+01    0.3393099824E+00
       346    0.5187520721E+01    0.5795761662E+01    0.8396368964E+00
       347    0.4945468585E+01    0.5952745863E+01    0.5624294782E+00
       348    0.5475671188E+01    0.6046540831E+01    0.3968035061E+00
       349    0.6117271296E+01    0.6526784810E+01   -0.4512257432E+00
       350    0.6049218023E+01    0.5799298846E+01    0.8333908321E+00
       351    0.6245512668E+01    0.6008916795E+01    0.4632411587E+00
       352    0.6017033339E+01    0.5991792283E+01    0.4934801364E+00
       353    0.5622214023E+01    0.6120611902E+01    0.2660065825E+00
       354    0.5507855872E+01    0.6067271433E+01    0.3601967846E+00
       355    0.5865103975E+01    0.5855243555E+01    0.7346019834E+00
       356    0.5958085849E+01    0.5799298846E+01    0.8333908321E+00
       357    0.5149219113E+01    0.5898315510E+01    0.6585442311E+00
       358    0.6201397124E+01    0.6443229214E+01   -0.3036807603E+00
       359    0.6271841607E+01    0.6251917557E+01    0.3414311231E-01
       360    0.5871572936E+01    0.6046540831E+01    0.3968035061E+00
       361    0.5864511081E+01    0.6131922288E+01    0.2460343638E+00
       362    0.6117271296E+01    0.6046540831E+01    0.3968035061E+00
       363    0.5837588438E+01    0.5939820563E+01    0.5852533611E+00
       364    0.4900367129E+01    0.6158423533E+01    0.1992376688E+00
       365    0.5698100546E+01    0.6129732121E+01    0.2499018259E+00
       366    0.6482873584E+01    0.6441681868E+01   -0.3009484103E+00
       367    0.5611723308E+01    0.5977566583E+01    0.5186003040E+00
       368    0.5761175813E+01    0.5808957026E+01    0.8163361261E+00
       369    0.5883093359E+01    0.6038643472E+01    0.4107488987E+00
       370    0.5460897843E+01    0.6106317734E+01    0.2912476536E+00
       371    0.6252853031E+01    0.6368031732E+01   -0.1708947874E+00
       372    0.5728353782E+01    0.5856006739E+01    0.7332543300E+00
       373    0.5982271233E+01    0.5837168086E+01    0.7665201889E+00
       374    0.5000000000E+01    0.5907558556E+01    0.6422225827E+00
       375    0.5419955748E+01    0.5918452260E+01    0.6229861525E+00
       376    0.5690196080E+01    0.5887738226E+01    0.6772219162E+00
       377    0.5130333768E+01    0.5924972094E+01    0.6114732338E+00
       378    0.5374748346E+01    0.5887738226E+01    0.6772219162E+00
       379    0.5037426498E+01    0.6253958002E+01    0.3054003269E-01
       380    0.5305351369E+01    0.5823900109E+01    0.7899491820E+00
       381    0.5793091600E+01    0.5919170785E+01    0.6217173589E+00
       382    0.5889861721E+01    0.5861035452E+01    0.7243744778E+00
       383    0.5613841822E+01    0.6110232627E+01    0.2843346174E+00
       384    0.5636487896E+01    0.5850813129E+01    0.7424253633E+00
       385    0.5748188027E+01    0.5940496990E+01    0.5840589053E+00
       386    0.5209515015E+01    0.5795835010E+01    0.8395073763E+00
       387    0.5245512668E+01    0.5921421137E+01    0.6177436207E+00
       388    0.5958085849E+01    0.5825400672E+01    0.7872994431E+00
       389    0.5071882007E+01    0.5850694569E+01    0.7426347196E+00
       390    0.5571708832E+01    0.5999942697E+01    0.4790878912E+00
       391    0.6110589710E+01    0.5908757956E+01    0.6401046460E+00
       392    0.5862727528E+01    0.5989600055E+01    0.4973512391E+00
       393    0.4029383778E+01    0.6045806107E+01    0.3981009030E+00
       394    0.5893761762E+01    0.6008916795E+01    0.4632411587E+00
       395    0.5614897216E+01    0.5901898306E+01    0.6522176226E+00
       396    0.5298853076E+01    0.5797150095E+01    0.8371851600E+00
       397    0.5380211242E+01    0.5798663732E+01    0.8345123346E+00
       398    0.5824125834E+01    0.5913207566E+01    0.6322473904E+00
       399    0.6511883361E+01    0.6435020618E+01   -0.2891857756E+00
       400    0.6861534411E+01    0.6099241224E+01    0.3037435674E+00
       401    0.6238046103E+01    0.5946604834E+01    0.5732734915E+00
       402    0.5824776462E+01    0.5839964893E+01    0.7615815034E+00
       403    0.4992553518E+01    0.5919542741E+01    0.6210605478E+00
       404    0.5630427875E+01    0.6001876260E+01    0.4756735473E+00
       405    0.6330413773E+01    0.6555637077E+01   -0.5021739429E+00
       406    0.5309630167E+01    0.5806979846E+01    0.8198274899E+00
       407    0.5037426498E+01    0.5837168086E+01    0.7665201889E+00
       408    0.5522444234E+01    0.5795151913E+01    0.8407136110E+00
       409    0.6167317335E+01    0.6144967651E+01    0.2229984685E+00
       410    0.5008600172E+01    0.5815786300E+01    0.8042767903E+00
       411    0.5037426498E+01    0.5954799573E+01    0.5588029744E+00
       412    0.5383815366E+01    0.5833455693E+01    0.7730756446E+00
       413    0.4992553518E+01    0.5812719560E+01    0.8096921320E+00
       414    0.5369215857E+01    0.5795146235E+01    0.8407236371E+00
       415    0.5113943352E+01    0.5851704767E+01    0.7408508816E+00
       416    0.5781755375E+01    0.5895232723E+01    0.6639879088E+00
       417    0.5742725131E+01    0.5811526137E+01    0.8117995128E+00
       418    0.4968482949E+01    0.5940496990E+01    0.5840589053E+00
       419    0.6539076099E+01    0.6221151988E+01    0.8846987730E-01
       420    0.5315970345E+01    0.6219415629E+01    0.9153599324E-01
