     Index              y_true              y_pred        descriptor_1        descriptor_2        descriptor_3
        40   -0.3414547166E+01   -0.3414402901E+01    0.9880537811E+00    0.1088812107E+01    0.0000000000E+00
        41   -0.3472379120E+01   -0.3640051891E+01    0.8725669755E+00    0.1962671316E+01    0.0000000000E+00
        42   -0.2568637362E+01   -0.2613708206E+01    0.2415410321E+00    0.7907814522E+00    0.0000000000E+00
        43   -0.3467254536E+01   -0.3502774124E+01    0.1003737174E+01    0.1283398740E+01    0.0000000000E+00
        44   -0.3764489228E+01   -0.3740318251E+01    0.1134907373E+01    0.1590693977E+01    0.0000000000E+00
        45   -0.2978813596E+01   -0.3521060154E+01    0.8896761324E+00    0.1608002479E+01    0.0000000000E+00
        46   -0.3238829456E+01   -0.3469492720E+01    0.1026549383E+01    0.1140504210E+01    0.0000000000E+00
        47   -0.2501690411E+01   -0.2590507056E+01    0.1240214783E+00    0.1868225175E+00    0.2061988684E+05
        48   -0.3003491393E+01   -0.2539754918E+01    0.2841401960E+00    0.4544087378E+00    0.9581735993E+03
        49   -0.5598082750E+01   -0.3464423170E+01    0.9880537811E+00    0.1220470338E+01    0.0000000000E+00
        50   -0.2573489878E+01   -0.3056575850E+01    0.5474930037E+00    0.1214853827E+01    0.0000000000E+00
        51   -0.2939304804E+01   -0.3497353822E+01    0.9678894177E+00    0.1356023530E+01    0.0000000000E+00
        52   -0.3050613409E+01   -0.3003433401E+01    0.4981288809E+00    0.9994390513E+00    0.4862412178E+04
        53   -0.3554406693E+01   -0.3526941900E+01    0.9752219138E+00    0.1416128965E+01    0.0000000000E+00
        54   -0.4896435720E+01   -0.3328406239E+01    0.7890340357E+00    0.1344865444E+01    0.0000000000E+00
        55   -0.2675718986E+01   -0.2869498072E+01    0.4196283967E+00    0.8402597991E+00    0.4785838815E+04
        56   -0.3779910226E+01   -0.3390872798E+01    0.8469032409E+00    0.1369014072E+01    0.0000000000E+00
        57   -0.6314258261E+01   -0.3429147555E+01    0.9854874076E+00    0.1133842121E+01    0.0000000000E+00
        58   -0.3647830994E+01   -0.3380262589E+01    0.8878264941E+00    0.1241892891E+01    0.0000000000E+00
        59   -0.4292489437E+01   -0.3582362590E+01    0.1026549383E+01    0.1437588724E+01    0.0000000000E+00
        60   -0.3068545689E+01   -0.3469492720E+01    0.1026549383E+01    0.1140504210E+01    0.0000000000E+00
        61   -0.2793176012E+01   -0.3469492720E+01    0.1026549383E+01    0.1140504210E+01    0.0000000000E+00
        62   -0.2987165727E+01   -0.2541731506E+01    0.2863064778E+00    0.3673776410E+00    0.3124988602E+04
        63   -0.3362517275E+01   -0.3300556884E+01    0.7430262194E+00    0.1383081797E+01    0.0000000000E+00
        64   -0.3607315355E+01   -0.3609364276E+01    0.8212395064E+00    0.2006311425E+01    0.0000000000E+00
        65   -0.2705535317E+01   -0.2814858547E+01    0.4120835393E+00    0.7234517663E+00    0.4568603504E+04
        66   -0.3055027543E+01   -0.2638289915E+01    0.4006337197E+00    0.2906635880E+00    0.4463867778E+04
        67   -0.2931816736E+01   -0.3170614820E+01    0.6280066810E+00    0.1319858027E+01    0.0000000000E+00
        68   -0.3435342220E+01   -0.3164373545E+01    0.7002147362E+00    0.1128404920E+01    0.0000000000E+00
        69   -0.2978813596E+01   -0.3380262589E+01    0.8878264941E+00    0.1241892891E+01    0.0000000000E+00
        70   -0.3178491057E+01   -0.3469492720E+01    0.1026549383E+01    0.1140504210E+01    0.0000000000E+00
        71   -0.3892813781E+01   -0.3202610287E+01    0.6639808772E+00    0.1316875187E+01    0.0000000000E+00
        72   -0.4407901001E+01   -0.3609364276E+01    0.8212395064E+00    0.2006311425E+01    0.0000000000E+00
        73   -0.3280674515E+01   -0.3458568627E+01    0.9923310707E+00    0.1194692866E+01    0.0000000000E+00
        74   -0.2122629057E+01   -0.2702855246E+01    0.2919962693E+00    0.7039976553E+00    0.4960466437E+04
        75   -0.4251866263E+01   -0.3811510463E+01    0.1098616731E+01    0.1866043893E+01    0.0000000000E+00
        76   -0.3182439257E+01   -0.3847472269E+01    0.1187693763E+01    0.1744784620E+01    0.0000000000E+00
        77   -0.3698985205E+01   -0.3419613696E+01    0.9433156487E+00    0.1210968408E+01    0.0000000000E+00
        78   -0.4623550795E+01   -0.3413185628E+01    0.9837764914E+00    0.1095975869E+01    0.0000000000E+00
        79   -0.3958634953E+01   -0.3546686778E+01    0.8422969299E+00    0.1790296938E+01    0.0000000000E+00
        80   -0.3591771910E+01   -0.3417134858E+01    0.8262217486E+00    0.1488268350E+01    0.0000000000E+00
        81   -0.3419083003E+01   -0.3028607910E+01    0.6507935713E+00    0.8908487220E+00    0.0000000000E+00
        82   -0.3477564895E+01   -0.3446920525E+01    0.9332267115E+00    0.1307297273E+01    0.0000000000E+00
        83   -0.2568637362E+01   -0.2397013993E+01    0.1240214783E+00    0.1868225175E+00    0.7932978361E+04
        84   -0.2449772503E+01   -0.2958355436E+01    0.4801092498E+00    0.1101953839E+01    0.4410734849E+03
        85   -0.3728174650E+01   -0.3622377692E+01    0.1146738806E+01    0.1251584642E+01    0.0000000000E+00
        86   -0.3288198674E+01   -0.2762435924E+01    0.4127473167E+00    0.7205767409E+00    0.1162908491E+04
        87   -0.2209012017E+01   -0.3112465868E+01    0.5474930037E+00    0.1361961809E+01    0.0000000000E+00
        88   -0.3424820240E+01   -0.3202610287E+01    0.6639808772E+00    0.1316875187E+01    0.0000000000E+00
        89   -0.2917217142E+01   -0.3208262612E+01    0.7608542483E+00    0.1096940815E+01    0.0000000000E+00
        90   -0.2943097816E+01   -0.2761506041E+01    0.4032708113E+00    0.7877821694E+00    0.0000000000E+00
        91   -0.2716700354E+01   -0.2354246628E+01    0.1240214783E+00    0.1868225175E+00    0.5128817637E+04
        92   -0.2578397225E+01   -0.2393958080E+01    0.1240214783E+00    0.1868225175E+00    0.7732609002E+04
        93   -0.2521434514E+01   -0.2396522478E+01    0.1240214783E+00    0.1868225175E+00    0.7900750813E+04
        94   -0.2643975482E+01   -0.2391955924E+01    0.1240214783E+00    0.1868225175E+00    0.7601332090E+04
        95   -0.2482805026E+01   -0.2394233968E+01    0.1240214783E+00    0.1868225175E+00    0.7750698324E+04
        96   -0.2943097816E+01   -0.3208262612E+01    0.7608542483E+00    0.1096940815E+01    0.0000000000E+00
        97   -0.2485453177E+01   -0.2746981516E+01    0.3890081868E+00    0.7841234475E+00    0.0000000000E+00
        98   -0.2679855169E+01   -0.2641039810E+01    0.2096912378E+00    0.4506870943E+00    0.1218724809E+05
        99   -0.3281504124E+01   -0.3364299976E+01    0.8495581095E+00    0.1292636662E+01    0.0000000000E+00
       100   -0.3202737308E+01   -0.3122877522E+01    0.6001365617E+00    0.1261763319E+01    0.0000000000E+00
       101   -0.2540608568E+01   -0.2521647883E+01    0.2687132037E+00    0.2197515053E+00    0.6547950206E+04
       102   -0.2575119506E+01   -0.2386023890E+01    0.1240214783E+00    0.1868225175E+00    0.7212381819E+04
       103   -0.4209060720E+01   -0.3279488366E+01    0.8016861846E+00    0.1185441220E+01    0.0000000000E+00
       104   -0.2568637362E+01   -0.2403325108E+01    0.1240214783E+00    0.1868225175E+00    0.8346784133E+04
       105   -0.2519994064E+01   -0.2411649913E+01    0.1240214783E+00    0.1868225175E+00    0.8892622992E+04
       106   -0.2701148452E+01   -0.2390371637E+01    0.1240214783E+00    0.1868225175E+00    0.7497453892E+04
       107   -0.2515701158E+01   -0.2376478350E+01    0.1240214783E+00    0.1868225175E+00    0.6586502062E+04
       108   -0.2576755273E+01   -0.2522436356E+01    0.2687132037E+00    0.2197515053E+00    0.6599648597E+04
       109   -0.2677782153E+01   -0.2530070752E+01    0.2687132037E+00    0.2197515053E+00    0.7100218949E+04
       110   -0.5800519085E+01   -0.3478640788E+01    0.9557772295E+00    0.1336127790E+01    0.0000000000E+00
       111   -0.2684031124E+01   -0.2522212675E+01    0.2687132037E+00    0.2197515053E+00    0.6584982308E+04
       112   -0.2446117822E+01   -0.2534393387E+01    0.2687132037E+00    0.2197515053E+00    0.7383644451E+04
       113   -0.3197915537E+01   -0.3368092179E+01    0.7646022984E+00    0.1508542920E+01    0.0000000000E+00
       114   -0.2459671401E+01   -0.2521706278E+01    0.2687132037E+00    0.2197515053E+00    0.6551779046E+04
       115   -0.4857203965E+01   -0.3575872321E+01    0.8422969299E+00    0.1867116135E+01    0.0000000000E+00
       116   -0.4829943743E+01   -0.3448569733E+01    0.9762694130E+00    0.1207306733E+01    0.0000000000E+00
       117   -0.3231367078E+01   -0.3535338117E+01    0.9581127569E+00    0.1479699597E+01    0.0000000000E+00
       118   -0.2536108056E+01   -0.2433168097E+01    0.1240214783E+00    0.1868225175E+00    0.1030352233E+05
       119   -0.2609066129E+01   -0.2413715676E+01    0.1240214783E+00    0.1868225175E+00    0.9028070497E+04
       120   -0.2126098808E+01   -0.2951141194E+01    0.3831901371E+00    0.1117995215E+01    0.5420570327E+04
       121   -0.3284838500E+01   -0.2774962901E+01    0.3832451030E+00    0.6833932365E+00    0.4691935159E+04
       122   -0.4211174319E+01   -0.3113180410E+01    0.8551750231E+00    0.6180505839E+00    0.0000000000E+00
       123   -0.6394694954E+01   -0.3447988562E+01    0.9949632485E+00    0.1160464954E+01    0.0000000000E+00
       124   -0.3630797135E+01   -0.2819924501E+01    0.3640546265E+00    0.6467775913E+00    0.9710843594E+04
       125   -0.3316059163E+01   -0.3215101962E+01    0.6763148878E+00    0.1319858027E+01    0.0000000000E+00
       126   -0.4405684812E+01   -0.3573041507E+01    0.9049095332E+00    0.1707898159E+01    0.0000000000E+00
       127   -0.3048665882E+01   -0.3040103890E+01    0.5516702683E+00    0.1012181435E+01    0.3716480788E+04
       128   -0.4636519644E+01   -0.3358780845E+01    0.8212395064E+00    0.1346751371E+01    0.0000000000E+00
       129   -0.2563838467E+01   -0.2574979249E+01    0.2576386589E+00    0.4779003677E+00    0.4282760994E+04
       130   -0.2829740339E+01   -0.3179415611E+01    0.7243753593E+00    0.1056746206E+01    0.1312498621E+04
       131   -0.3214675149E+01   -0.3469492720E+01    0.1026549383E+01    0.1140504210E+01    0.0000000000E+00
       132   -0.4104616133E+01   -0.3403880336E+01    0.6507935709E+00    0.1878602382E+01    0.0000000000E+00
       133   -0.2503071320E+01   -0.2629626778E+01    0.2687132037E+00    0.2540683716E+00    0.1277302341E+05
       134   -0.3126102466E+01   -0.3511753520E+01    0.9385594351E+00    0.1465018031E+01    0.0000000000E+00
       135   -0.2737550571E+01   -0.2976350200E+01    0.5644982259E+00    0.9147636065E+00    0.1188482253E+04
       136   -0.3099090751E+01   -0.3141107538E+01    0.6473583593E+00    0.1195285352E+01    0.0000000000E+00
       137   -0.2737550571E+01   -0.3065014281E+01    0.6364606174E+00    0.1021415562E+01    0.0000000000E+00
       138   -0.2826815772E+01   -0.2953857186E+01    0.4318207304E+00    0.1021744675E+01    0.5059944989E+04
       139   -0.3323312790E+01   -0.2908440129E+01    0.7477953231E+00    0.3394323651E+00    0.0000000000E+00
       140   -0.3764489228E+01   -0.2900185531E+01    0.4582571072E+00    0.9054576018E+00    0.2841354847E+04
       141   -0.2365523435E+01   -0.2636813650E+01    0.2687132037E+00    0.2540683716E+00    0.1324425053E+05
       142   -0.2653648395E+01   -0.3168410326E+01    0.6706976534E+00    0.1210576724E+01    0.0000000000E+00
       143   -0.2286510045E+01   -0.2633922920E+01    0.2687132037E+00    0.2540683716E+00    0.1305471187E+05
       144   -0.2718968225E+01   -0.2617271913E+01    0.2874736158E+00    0.6888252596E+00    0.0000000000E+00
       145   -0.3233592359E+01   -0.3414760850E+01    0.9385594351E+00    0.1209723855E+01    0.0000000000E+00
       146   -0.6199970640E+01   -0.3893555338E+01    0.1254204614E+01    0.1704863776E+01    0.0000000000E+00
       147   -0.2468521977E+01   -0.2798944951E+01    0.4364448952E+00    0.5133201809E+00    0.7288763747E+04
       148   -0.3465982783E+01   -0.3527702400E+01    0.8574706618E+00    0.1703548518E+01    0.0000000000E+00
       149   -0.2563838467E+01   -0.3123675369E+01    0.5120279781E+00    0.1267511293E+01    0.5229255866E+04
       150   -0.2610835157E+01   -0.2545525281E+01    0.2403054327E+00    0.4341862533E+00    0.4487091900E+04
       151   -0.3004806782E+01   -0.2964788598E+01    0.4981288809E+00    0.9895429651E+00    0.2575078506E+04
       152   -0.3258066429E+01   -0.3640219823E+01    0.1081210873E+01    0.1457380354E+01    0.0000000000E+00
       153   -0.2045757829E+01   -0.2787118860E+01    0.4479488221E+00    0.7469023581E+00    0.0000000000E+00
       154   -0.2469801199E+01   -0.3094611397E+01    0.7257465405E+00    0.8828974703E+00    0.0000000000E+00
       155   -0.2747148667E+01   -0.3066521619E+01    0.5272154850E+00    0.1290182840E+01    0.0000000000E+00
       156   -0.3019545288E+01   -0.2957741916E+01    0.4981288809E+00    0.9895429651E+00    0.2113043260E+04
       157   -0.3857007071E+01   -0.3610814155E+01    0.8422969299E+00    0.1959086454E+01    0.0000000000E+00
       158   -0.2567031831E+01   -0.3091833215E+01    0.6580117784E+00    0.1039767648E+01    0.0000000000E+00
       159   -0.3860142944E+01   -0.3461291484E+01    0.1006588700E+01    0.1167300553E+01    0.0000000000E+00
       160   -0.6443697499E+01   -0.3432381933E+01    0.9794992034E+00    0.1156870158E+01    0.0000000000E+00
       161   -0.2432974458E+01   -0.2288205562E+01    0.1830612041E+00    0.7577626244E-01    0.0000000000E+00
       162   -0.3166220083E+01   -0.3147097796E+01    0.6763148878E+00    0.1140864422E+01    0.0000000000E+00
       163   -0.3982995893E+01   -0.3610814155E+01    0.8422969299E+00    0.1959086454E+01    0.0000000000E+00
       164   -0.6527243550E+01   -0.3351537692E+01    0.8759888062E+00    0.1194979587E+01    0.0000000000E+00
       165   -0.2782517898E+01   -0.3201383169E+01    0.5779884493E+00    0.1509467079E+01    0.3142673276E+03
       166   -0.3974722816E+01   -0.3610814155E+01    0.8422969299E+00    0.1959086454E+01    0.0000000000E+00
       167   -0.4987458027E+01   -0.3610814155E+01    0.8422969299E+00    0.1959086454E+01    0.0000000000E+00
       168   -0.3459679286E+01   -0.2754452707E+01    0.3961072045E+00    0.7865810089E+00    0.0000000000E+00
       169   -0.2793176012E+01   -0.3202002336E+01    0.5779884493E+00    0.1509467079E+01    0.3548647151E+03
       170   -0.3110142197E+01   -0.3076142790E+01    0.7004689903E+00    0.8955566711E+00    0.0000000000E+00
       171   -0.2500313879E+01   -0.2700401924E+01    0.4239887684E+00    0.5767318099E+00    0.0000000000E+00
       172   -0.2374688269E+01   -0.3281440316E+01    0.1011455334E+01    0.6821184650E+00    0.0000000000E+00
       173   -0.3742338221E+01   -0.3494955200E+01    0.1006680686E+01    0.1255683774E+01    0.0000000000E+00
       174   -0.3187091320E+01   -0.3065450299E+01    0.7378423157E+00    0.7768236039E+00    0.0000000000E+00
       175   -0.2910097361E+01   -0.3441448119E+01    0.9273365234E+00    0.1271310480E+01    0.8933063295E+03
       176   -0.2576755273E+01   -0.2923463747E+01    0.4654434005E+00    0.9006056700E+00    0.4054601953E+04
       177   -0.6832682665E+01   -0.3365946798E+01    0.9269436018E+00    0.1109396180E+01    0.0000000000E+00
       178   -0.3325145286E+01   -0.3543144591E+01    0.1026549383E+01    0.1334363123E+01    0.0000000000E+00
       179   -0.4014604965E+01   -0.3546686778E+01    0.8422969299E+00    0.1790296938E+01    0.0000000000E+00
       180   -0.2447332636E+01   -0.3181921161E+01    0.7482404399E+00    0.1058182216E+01    0.0000000000E+00
       181   -0.2903092419E+01   -0.3057234574E+01    0.5726480883E+00    0.1030725693E+01    0.3111075902E+04
       182   -0.2642066486E+01   -0.2883840508E+01    0.3504233716E+00    0.1070021711E+01    0.4181381811E+04
       183   -0.3787831047E+01   -0.3266839916E+01    0.7535712148E+00    0.1268775379E+01    0.0000000000E+00
       184   -0.3507249386E+01   -0.2790552579E+01    0.3552508344E+00    0.9806313522E+00    0.0000000000E+00
       185   -0.3621614819E+01   -0.3575872321E+01    0.8422969299E+00    0.1867116135E+01    0.0000000000E+00
       186   -0.2250264225E+01   -0.2742474211E+01    0.3864656506E+00    0.7784226483E+00    0.0000000000E+00
       187   -0.3607315355E+01   -0.3241954828E+01    0.7214139900E+00    0.1281221455E+01    0.0000000000E+00
       188   -0.2402305582E+01   -0.3313079188E+01    0.7022884851E+00    0.1514786119E+01    0.0000000000E+00
       189   -0.2301030604E+01   -0.2665236652E+01    0.3027428607E+00    0.3595918123E+00    0.1042444335E+05
       190   -0.3019545288E+01   -0.2770347712E+01    0.3857337078E+00    0.8535625839E+00    0.0000000000E+00
       191   -0.2649753339E+01   -0.3475879172E+01    0.9385594351E+00    0.1370593245E+01    0.0000000000E+00
       192   -0.2962576291E+01   -0.3248258747E+01    0.5598640859E+00    0.1448047641E+01    0.6012180891E+04
       193   -0.3348728772E+01   -0.3610814155E+01    0.8422969299E+00    0.1959086454E+01    0.0000000000E+00
       194   -0.2551294762E+01   -0.3280329676E+01    0.8068015415E+00    0.1139187364E+01    0.8985123616E+03
       195   -0.3134900172E+01   -0.3053767775E+01    0.5126768866E+00    0.1219160449E+01    0.1810849065E+04
       196   -0.2853874135E+01   -0.3270940924E+01    0.7920830745E+00    0.1087244544E+01    0.2465575532E+04
       197   -0.3962601393E+01   -0.3476059574E+01    0.1022289842E+01    0.1168113531E+01    0.0000000000E+00
       198   -0.2638273486E+01   -0.3981702234E+01    0.1235201513E+01    0.1982936721E+01    0.0000000000E+00
       199   -0.2917217142E+01   -0.3428170151E+01    0.9294072872E+00    0.1239733662E+01    0.6842688762E+03
       200   -0.3310697358E+01   -0.2943154886E+01    0.4089336316E+00    0.1002640554E+01    0.6216076502E+04
       201   -0.1749580169E+01   -0.2704280374E+01    0.3065960824E+00    0.7117345128E+00    0.3979618408E+04
       202   -0.2285670827E+01   -0.3230382281E+01    0.9040000769E+00    0.8081900600E+00    0.0000000000E+00
       203   -0.3593471742E+01   -0.3738704966E+01    0.1012121642E+01    0.1884068592E+01    0.0000000000E+00
       204   -0.3364523290E+01   -0.3338819464E+01    0.8374790844E+00    0.1217213887E+01    0.9374943189E+03
       205   -0.4049669229E+01   -0.2914646486E+01    0.2740065693E+00    0.7583211389E+00    0.1858014709E+05
       206   -0.2954679760E+01   -0.2896047238E+01    0.2857503590E+00    0.9464373940E+00    0.1196539371E+05
       207   -0.2869668484E+01   -0.2943085639E+01    0.4800412801E+00    0.9731780651E+00    0.2651884073E+04
       208   -0.3056014584E+01   -0.3475879172E+01    0.9385594351E+00    0.1370593245E+01    0.0000000000E+00
       209   -0.2669587648E+01   -0.3171066830E+01    0.6402884279E+00    0.1291277974E+01    0.0000000000E+00
       210   -0.2441292269E+01   -0.3197032600E+01    0.5271896582E+00    0.1376955993E+01    0.6397280950E+04
       211   -0.3056508946E+01   -0.2980849840E+01    0.5942925102E+00    0.9020980205E+00    0.0000000000E+00
       212   -0.2290730633E+01   -0.3475879172E+01    0.9385594351E+00    0.1370593245E+01    0.0000000000E+00
       213   -0.4193867530E+01   -0.3575872321E+01    0.8422969299E+00    0.1867116135E+01    0.0000000000E+00
       214   -0.2756963688E+01   -0.2943932531E+01    0.4800412801E+00    0.9731780651E+00    0.2707412894E+04
       215   -0.2684031124E+01   -0.2975747953E+01    0.4451172193E+00    0.1070593576E+01    0.4475544351E+04
       216   -0.3279846488E+01   -0.3175027773E+01    0.7299906716E+00    0.1084273850E+01    0.0000000000E+00
       217   -0.3166220083E+01   -0.3054777656E+01    0.5126768866E+00    0.1219160449E+01    0.1877064673E+04
       218   -0.2329754797E+01   -0.3047829208E+01    0.7715757423E+00    0.5099069247E+00    0.3456868345E+04
       219   -0.2759452499E+01   -0.3321194361E+01    0.8101584467E+00    0.1193285318E+01    0.2027597943E+04
       220   -0.2863281652E+01   -0.3269656993E+01    0.8237663973E+00    0.1059423398E+01    0.1161352215E+04
       221   -0.2688247622E+01   -0.2837878954E+01    0.3718069830E+00    0.7692708935E+00    0.7368566612E+04
       222   -0.2632645384E+01   -0.3324604946E+01    0.8490781344E+00    0.1189318882E+01    0.0000000000E+00
       223   -0.3299302339E+01   -0.3247664534E+01    0.5141560948E+00    0.1461793281E+01    0.8390721891E+04
       224   -0.2962576291E+01   -0.3162095414E+01    0.6513278841E+00    0.1240905739E+01    0.0000000000E+00
       225   -0.4879656438E+01   -0.3584649555E+01    0.9933438749E+00    0.1524095236E+01    0.0000000000E+00
       226   -0.2987165727E+01   -0.2862354252E+01    0.4059094019E+00    0.8125307635E+00    0.5836561824E+04
       227   -0.2896198673E+01   -0.3260452288E+01    0.8730988663E+00    0.7727901559E+00    0.4719326658E+04
       228   -0.2869668484E+01   -0.3119766304E+01    0.6728227277E+00    0.1077389931E+01    0.0000000000E+00
       229   -0.3267611870E+01   -0.3069405593E+01    0.5126768866E+00    0.1219160449E+01    0.2836185889E+04
       230   -0.2607304278E+01   -0.2715472399E+01    0.3236442488E+00    0.3863228145E+00    0.1179033996E+05
       231   -0.2317855556E+01   -0.2907013127E+01    0.4693877563E+00    0.7392281609E+00    0.6757855034E+04
       232   -0.3341995285E+01   -0.2543606995E+01    0.3508045640E+00    0.3414238055E+00    0.0000000000E+00
       233   -0.2423659456E+01   -0.2759709622E+01    0.3412456396E+00    0.5576099069E+00    0.9361171582E+04
       234   -0.3084076477E+01   -0.2810615050E+01    0.3437563837E+00    0.5145394733E+00    0.1362024523E+05
       235   -0.3244893077E+01   -0.3157266016E+01    0.6209575416E+00    0.1034376176E+01    0.6661979847E+04
       236   -0.3546692365E+01   -0.2825918056E+01    0.3910664314E+00    0.6267540518E+00    0.8971617131E+04
       237   -0.2809670263E+01   -0.3367048071E+01    0.8888709958E+00    0.1204579216E+01    0.0000000000E+00
       238   -0.2950784691E+01   -0.3609279016E+01    0.8212395064E+00    0.2006087010E+01    0.0000000000E+00
       239   -0.2651696500E+01   -0.3160925516E+01    0.6971248574E+00    0.1052808996E+01    0.1843650132E+04
       240   -0.2913642661E+01   -0.2404562249E+01    0.2821094747E+00    0.2791110812E-01    0.2840925169E+04
       241   -0.3015926120E+01   -0.3631601237E+01    0.9186747022E+00    0.1828667624E+01    0.0000000000E+00
       242   -0.2747148667E+01   -0.3274115215E+01    0.6844895651E+00    0.1149536214E+01    0.7618627746E+04
       243   -0.2634513325E+01   -0.2971318132E+01    0.4587103549E+00    0.1068578356E+01    0.3414517589E+04
       244   -0.2446117822E+01   -0.2817342418E+01    0.3810849174E+00    0.7186764790E+00    0.6722165506E+04
       245   -0.2244125677E+01   -0.3404937920E+01    0.8122179473E+00    0.1325664505E+01    0.4096443458E+04
       246   -0.4496304627E+01   -0.3773846405E+01    0.1105244225E+01    0.1578689432E+01    0.4288515333E+04
       247   -0.4144523246E+01   -0.3436342022E+01    0.9816378474E+00    0.1162109629E+01    0.0000000000E+00
       248   -0.2939304804E+01   -0.2997496985E+01    0.7465813702E+00    0.5767812094E+00    0.0000000000E+00
       249   -0.3020454812E+01   -0.3493165315E+01    0.9661641249E+00    0.1349180915E+01    0.0000000000E+00
       250   -0.3730503401E+01   -0.3210644539E+01    0.6822999754E+00    0.1190718610E+01    0.2563319688E+04
       251   -0.3844685223E+01   -0.3128082388E+01    0.6194908957E+00    0.1048595380E+01    0.4482820379E+04
       252   -0.2910097361E+01   -0.3276678106E+01    0.6324609270E+00    0.1454997957E+01    0.3318929423E+04
       253   -0.3003929414E+01   -0.3091963290E+01    0.5111549729E+00    0.1212481087E+01    0.4573527756E+04
