     Index              y_true              y_pred        descriptor_1        descriptor_2        descriptor_3
        23   -0.2023191984E+01   -0.2159955384E+01    0.1511999998E+04    0.1000000000E+01    0.1587482583E+02
        24   -0.2025028328E+01   -0.2072484895E+01    0.3562240000E+04    0.2000000000E+01    0.8727832905E+01
        25   -0.2026872469E+01   -0.2324287346E+01    0.1383863759E+05    0.5000000000E+01    0.1782868572E+02
        26   -0.2028724476E+01   -0.2245996421E+01    0.1697384355E+05    0.5000000000E+01    0.6460055083E+01
        27   -0.2029188714E+01   -0.2243422699E+01    0.1697384355E+05    0.5000000000E+01    0.6270323601E+01
        28   -0.2029653449E+01   -0.2394021469E+01    0.1510889665E+05    0.5000000000E+01    0.2070166745E+02
        29   -0.2030118682E+01   -0.2243902351E+01    0.1697384355E+05    0.5000000000E+01    0.6305682922E+01
        30   -0.2030118682E+01   -0.2243459926E+01    0.1697384355E+05    0.5000000000E+01    0.6273067862E+01
        31   -0.2030584414E+01   -0.2334596107E+01    0.6125785133E+04    0.2000000000E+01    0.2347377037E+02
        32   -0.2031050646E+01   -0.2133469459E+01    0.7276073136E+04    0.4000000000E+01    0.1251623785E+02
        33   -0.2031517378E+01   -0.2196797460E+01    0.1457250000E+05    0.4000000000E+01    0.4158757904E+01
        34   -0.2032452352E+01   -0.2145319010E+01    0.5902757143E+04    0.2000000000E+01    0.9918664826E+01
        35   -0.2033858596E+01   -0.2161207024E+01    0.5902757143E+04    0.2000000000E+01    0.1108990893E+02
        36   -0.2033858596E+01   -0.2186562726E+01    0.1070224410E+05    0.4000000000E+01    0.1031363710E+02
        37   -0.2035740700E+01   -0.2249967329E+01    0.1697384355E+05    0.5000000000E+01    0.6752785300E+01
        38   -0.2035740700E+01   -0.2365663556E+01    0.1571190598E+05    0.5000000000E+01    0.1753463642E+02
        39   -0.2036684820E+01   -0.2341806810E+01    0.1429492441E+05    0.5000000000E+01    0.1830561257E+02
        40   -0.2037157650E+01   -0.2356786319E+01    0.1439238281E+05    0.5000000000E+01    0.1923589539E+02
        41   -0.2037157650E+01   -0.2181007332E+01    0.7354431819E+04    0.2000000000E+01    0.9957961462E+01
        42   -0.2037157650E+01   -0.1937537855E+01    0.3322222233E+04    0.5000000000E+01    0.8092427685E+01
        43   -0.2037630996E+01   -0.2288308225E+01    0.1617200987E+05    0.4000000000E+01    0.8049291158E+01
        44   -0.2039529555E+01   -0.2455914829E+01    0.8335344751E+04    0.3000000000E+01    0.3143402640E+02
        45   -0.2040958942E+01   -0.2244579896E+01    0.1697384355E+05    0.5000000000E+01    0.6355630687E+01
        46   -0.2040958942E+01   -0.2193187630E+01    0.1457250000E+05    0.4000000000E+01    0.3892645782E+01
        47   -0.2042872138E+01   -0.1911159402E+01    0.9711876908E+04    0.7971653812E+01    0.3540998781E+01
        48   -0.2044312587E+01   -0.2054997729E+01    0.1657362730E+05    0.8746177284E+01    0.4188323865E+01
        49   -0.2044312587E+01   -0.2495395666E+01    0.1459012689E+05    0.5000000000E+01    0.2910097708E+02
        50   -0.2045275546E+01   -0.2414744662E+01    0.4991624995E+04    0.3000000000E+01    0.3436838681E+02
        51   -0.2045757829E+01   -0.2431252880E+01    0.1806394335E+05    0.5000000000E+01    0.1817082514E+02
        52   -0.2046240646E+01   -0.2683020501E+01    0.3458832000E+05    0.4892743454E+01    0.6913054081E+01
        53   -0.2047692329E+01   -0.2246640031E+01    0.9558260204E+04    0.3000000000E+01    0.1382334663E+02
        54   -0.2048662821E+01   -0.2475605255E+01    0.1346646665E+05    0.5000000000E+01    0.2964806667E+02
        55   -0.2048662821E+01   -0.2212227467E+01    0.1656773084E+05    0.5871292144E+01    0.7275915578E+01
        56   -0.2049148881E+01   -0.2565351407E+01    0.1671430664E+05    0.5000000000E+01    0.3046583509E+02
        57   -0.2051098581E+01   -0.2427314695E+01    0.1581496875E+05    0.5000000000E+01    0.2189548702E+02
        58   -0.2052566621E+01   -0.2534729367E+01    0.1370833841E+05    0.4000000000E+01    0.3061341044E+02
        59   -0.2053057073E+01   -0.2241826469E+01    0.6382500000E+04    0.2000000000E+01    0.1617661103E+02
        60   -0.2053057073E+01   -0.2189912560E+01    0.1457250000E+05    0.4000000000E+01    0.3651211808E+01
        61   -0.2053057073E+01   -0.2191674814E+01    0.1457250000E+05    0.4000000000E+01    0.3781122933E+01
        62   -0.2056011471E+01   -0.2101373760E+01    0.1848726485E+05    0.8746177284E+01    0.4190786016E+01
        63   -0.2058986104E+01   -0.2309617064E+01    0.6862901780E+04    0.3000000000E+01    0.2327781930E+02
        64   -0.2059483864E+01   -0.2141365532E+01    0.6182400000E+04    0.2000000000E+01    0.9127987313E+01
        65   -0.2059982194E+01   -0.2490530761E+01    0.2651709688E+05    0.5978740359E+01    0.1034818074E+02
        66   -0.2063989556E+01   -0.2018580616E+01    0.1511881070E+05    0.8746177284E+01    0.4100910757E+01
        67   -0.2064493087E+01   -0.2170101572E+01    0.1044142156E+05    0.5000000000E+01    0.1252718403E+02
        68   -0.2065501902E+01   -0.2550414322E+01    0.7601071313E+04    0.4000000000E+01    0.4267267831E+02
        69   -0.2067019533E+01   -0.2508080485E+01    0.1370833841E+05    0.4000000000E+01    0.2864888891E+02
        70   -0.2067019533E+01   -0.2187642677E+01    0.1457250000E+05    0.4000000000E+01    0.3483878987E+01
        71   -0.2067019533E+01   -0.2349845225E+01    0.6106428189E+04    0.3000000000E+01    0.2759388180E+02
        72   -0.2067526590E+01   -0.2151468581E+01    0.6182400000E+04    0.2000000000E+01    0.9872771194E+01
        73   -0.2068034241E+01   -0.2302650538E+01    0.1633642501E+05    0.5000000000E+01    0.1177447513E+02
        74   -0.2068034241E+01   -0.2227010880E+01    0.1746124802E+05    0.7971653812E+01    0.1299060900E+02
        75   -0.2069051325E+01   -0.2587600770E+01    0.1916864334E+05    0.5000000000E+01    0.2772442740E+02
        76   -0.2072116949E+01   -0.2116707739E+01    0.3216855469E+04    0.1000000000E+01    0.9643072988E+01
        77   -0.2072116949E+01   -0.2363893508E+01    0.1562370822E+05    0.5000000000E+01    0.1756160569E+02
        78   -0.2073657913E+01   -0.2288938450E+01    0.1496850365E+05    0.5000000000E+01    0.1320571784E+02
        79   -0.2073657913E+01   -0.2168300353E+01    0.6469220219E+04    0.2000000000E+01    0.1060154243E+02
        80   -0.2077794087E+01   -0.2120276113E+01    0.2241884059E+04    0.1000000000E+01    0.1164669578E+02
        81   -0.2078834314E+01   -0.2256291068E+01    0.1434974093E+05    0.4000000000E+01    0.8942231161E+01
        82   -0.2079877039E+01   -0.2449113048E+01    0.1881068181E+05    0.5000000000E+01    0.1815433975E+02
        83   -0.2080922274E+01   -0.1914311622E+01    0.9711876908E+04    0.7971653812E+01    0.3773376432E+01
        84   -0.2083020321E+01   -0.2720974426E+01    0.4403608163E+05    0.8746177284E+01    0.4255954619E+01
        85   -0.2084073157E+01   -0.1996790277E+01    0.1748271725E+05    0.1100000000E+02    0.4948883513E+01
        86   -0.2084600534E+01   -0.2435750259E+01    0.2657850000E+05    0.4892743454E+01    0.2984131206E+01
        87   -0.2084600534E+01   -0.2267647652E+01    0.3189999997E+04    0.2000000000E+01    0.2377952337E+02
        88   -0.2084600534E+01   -0.2344747133E+01    0.6106428189E+04    0.3000000000E+01    0.2721805692E+02
        89   -0.2085128552E+01   -0.2466784048E+01    0.7610875736E+04    0.3000000000E+01    0.3352864895E+02
        90   -0.2085657213E+01   -0.2392594514E+01    0.1139997581E+05   -0.1139735225E+01    0.9035554824E+01
        91   -0.2085657213E+01   -0.1914705432E+01    0.9711876908E+04    0.7971653812E+01    0.3802407622E+01
        92   -0.2086186519E+01   -0.1914286433E+01    0.9711876908E+04    0.7971653812E+01    0.3771519534E+01
        93   -0.2086186519E+01   -0.1914219383E+01    0.9711876908E+04    0.7971653812E+01    0.3766576732E+01
        94   -0.2088842764E+01   -0.1914578165E+01    0.9711876908E+04    0.7971653812E+01    0.3793025628E+01
        95   -0.2090444345E+01   -0.1914368662E+01    0.9711876908E+04    0.7971653812E+01    0.3777581381E+01
        96   -0.2090444345E+01   -0.2467991665E+01    0.7610875736E+04    0.3000000000E+01    0.3361767291E+02
        97   -0.2090444345E+01   -0.2011727595E+01    0.2944904207E+04    0.3000000000E+01    0.8312389398E+01
        98   -0.2091515356E+01   -0.2105684947E+01    0.1690318422E+05    0.8746177284E+01    0.7336579733E+01
        99   -0.2092589015E+01   -0.2466589629E+01    0.8342999995E+04    0.3000000000E+01    0.3220729247E+02
       100   -0.2094204498E+01   -0.2359449648E+01    0.5495430283E+04    0.3000000000E+01    0.2939269103E+02
       101   -0.2094744329E+01   -0.2187696450E+01    0.2104240002E+05    0.7971653812E+01    0.3699151105E+01
       102   -0.2095826011E+01   -0.1914453360E+01    0.9711876908E+04    0.7971653812E+01    0.3783825184E+01
       103   -0.2095826011E+01   -0.2470086511E+01    0.1400325913E+05    0.5000000000E+01    0.2828292366E+02
       104   -0.2096367864E+01   -0.1914574105E+01    0.9711876908E+04    0.7971653812E+01    0.3792726386E+01
       105   -0.2096367864E+01   -0.1914504460E+01    0.9711876908E+04    0.7971653812E+01    0.3787592233E+01
       106   -0.2096910393E+01   -0.1914612140E+01    0.9711876908E+04    0.7971653812E+01    0.3795530227E+01
       107   -0.2097453601E+01   -0.1914586285E+01    0.9711876908E+04    0.7971653812E+01    0.3793624253E+01
       108   -0.2097453601E+01   -0.2188093350E+01    0.2104240002E+05    0.7971653812E+01    0.3728410044E+01
       109   -0.2099087314E+01   -0.2187916022E+01    0.2104240002E+05    0.7971653812E+01    0.3715337642E+01
       110   -0.2100179881E+01   -0.2081229018E+01    0.3023493590E+04    0.2000000000E+01    0.1033423500E+02
       111   -0.2100179881E+01   -0.2188126208E+01    0.2104240002E+05    0.7971653812E+01    0.3730832274E+01
       112   -0.2100179881E+01   -0.2187748290E+01    0.2104240002E+05    0.7971653812E+01    0.3702972675E+01
       113   -0.2100179881E+01   -0.2076725882E+01    0.6799040810E+04    0.3000000000E+01    0.6223386288E+01
       114   -0.2100727196E+01   -0.2187832715E+01    0.2104240002E+05    0.7971653812E+01    0.3709196375E+01
       115   -0.2100727196E+01   -0.2172737580E+01    0.6552059374E+04    0.2000000000E+01    0.1078076056E+02
       116   -0.2100727196E+01   -0.2585814149E+01    0.1785470737E+05    0.5000000000E+01    0.2993842297E+02
       117   -0.2101275202E+01   -0.2198562346E+01    0.1057855555E+05    0.4000000000E+01    0.1141904870E+02
       118   -0.2102373294E+01   -0.1914325139E+01    0.9711876908E+04    0.7971653812E+01    0.3774372912E+01
       119   -0.2102923382E+01   -0.1914611401E+01    0.9711876908E+04    0.7971653812E+01    0.3795475744E+01
       120   -0.2111259432E+01   -0.2534090289E+01    0.1864393519E+05   -0.1424669031E+01    0.5690365396E+01
       121   -0.2111820899E+01   -0.2482679691E+01    0.3229440000E+05    0.7971653812E+01    0.5357316516E+01
       122   -0.2113509670E+01   -0.2271808759E+01    0.2250147916E+05    0.1000000000E+02    0.1330174605E+02
       123   -0.2114074055E+01   -0.2501352118E+01    0.1877944436E+05    0.5000000000E+01    0.2206110399E+02
       124   -0.2115771627E+01   -0.2023452593E+01    0.1576399219E+05    0.8746177284E+01    0.3308257009E+01
       125   -0.2120904522E+01   -0.2261911175E+01    0.8549882356E+04    0.4000000000E+01    0.1971073050E+02
       126   -0.2122053451E+01   -0.2193598257E+01    0.2452321428E+04    0.1000000000E+01    0.1667622752E+02
       127   -0.2129011595E+01   -0.2637136384E+01    0.3059330164E+05    0.4892743454E+01    0.1066263841E+02
       128   -0.2129596505E+01   -0.2372056203E+01    0.7060808561E+04    0.3000000000E+01    0.2752744003E+02
       129   -0.2135489334E+01   -0.2052049552E+01    0.1669295770E+05    0.8746177284E+01    0.3757953559E+01
       130   -0.2139662412E+01   -0.2708447970E+01    0.3274611961E+05    0.4892743454E+01    0.1207632124E+02
       131   -0.2140862123E+01   -0.2232485099E+01    0.1140062500E+05    0.3000000000E+01    0.9490783061E+01
       132   -0.2148742079E+01   -0.2289689727E+01    0.1033621078E+05    0.4000000000E+01    0.1856948866E+02
       133   -0.2158015632E+01   -0.2290345445E+01    0.2521840002E+05    0.7971653812E+01    0.3811103850E+01
       134   -0.2158015632E+01   -0.2227641875E+01    0.6840368354E+04    0.2000000000E+01    0.1431353179E+02
       135   -0.2158640968E+01   -0.2732448624E+01    0.3315488759E+05    0.4892743454E+01    0.1311586617E+02
       136   -0.2160522393E+01   -0.2087928608E+01    0.6160256416E+04    0.4000000000E+01    0.1115103516E+02
       137   -0.2163676327E+01   -0.2144386556E+01    0.5002243941E+04    0.3000000000E+01    0.1441897479E+02
       138   -0.2164309873E+01   -0.2410679910E+01    0.1975217520E+05    0.5871292144E+01    0.1622055003E+02
       139   -0.2166853334E+01   -0.2247539588E+01    0.2233529148E+05    0.1000000000E+02    0.1180934007E+02
       140   -0.2170053754E+01   -0.2449767638E+01    0.3164823964E+05    0.8746177284E+01    0.6378319877E+01
       141   -0.2172631179E+01   -0.2290201405E+01    0.2521840002E+05    0.7971653812E+01    0.3800485421E+01
       142   -0.2172631179E+01   -0.2142427148E+01    0.3154997643E+04    0.3000000000E+01    0.1757232454E+02
       143   -0.2176526227E+01   -0.2290243263E+01    0.2521840002E+05    0.7971653812E+01    0.3803571072E+01
       144   -0.2177178812E+01   -0.2030955449E+01    0.8379871910E+04    0.5000000000E+01    0.5949889038E+01
       145   -0.2177832379E+01   -0.2429929280E+01    0.1253300594E+05    0.5000000000E+01    0.2794735199E+02
       146   -0.2178486931E+01   -0.2532510382E+01    0.1672870222E+05    0.4000000000E+01    0.2505772802E+02
       147   -0.2189096189E+01   -0.2474745128E+01    0.3389607002E+05    0.8746177284E+01    0.4206691490E+01
       148   -0.2205512441E+01   -0.2323939757E+01    0.1575484710E+05    0.5000000000E+01    0.1438215062E+02
       149   -0.2213959288E+01   -0.2808901678E+01    0.4178606253E+05    0.6132022834E+01    0.7013103606E+01
       150   -0.2215383206E+01   -0.2020774845E+01    0.1525486063E+05    0.8746177284E+01    0.4019783522E+01
       151   -0.2218245127E+01   -0.2498313112E+01    0.2748330000E+05    0.4892743454E+01    0.5980891529E+01
       152   -0.2228413033E+01   -0.2267560913E+01    0.9310711030E+04    0.3000000000E+01    0.1580754428E+02
       153   -0.2232102903E+01   -0.2065964207E+01    0.6880909098E+04    0.5000000000E+01    0.1120671200E+02
       154   -0.2232102903E+01   -0.1990135434E+01    0.4008888888E+04    0.4000000000E+01    0.7782574110E+01
       155   -0.2238072688E+01   -0.2215400975E+01    0.2544438752E+04    0.2000000000E+01    0.2108045270E+02
       156   -0.2245652199E+01   -0.2498635135E+01    0.2748330000E+05    0.4892743454E+01    0.6004630697E+01
       157   -0.2258848953E+01   -0.2167419150E+01    0.6630756571E+04    0.2000000000E+01    0.1024819863E+02
       158   -0.2265200730E+01   -0.2232654846E+01    0.6170323179E+04    0.3000000000E+01    0.1884068811E+02
       159   -0.2269218289E+01   -0.2474612917E+01    0.1680717287E+05    0.5000000000E+01    0.2361092006E+02
       160   -0.2279841276E+01   -0.2399514343E+01    0.1409545834E+05    0.5000000000E+01    0.2291583494E+02
       161   -0.2284833228E+01   -0.1994539508E+01    0.6760467744E+04    0.5000000000E+01    0.6156392157E+01
       162   -0.2290730633E+01   -0.2190816367E+01    0.5747686276E+04    0.4000000000E+01    0.1947232996E+02
       163   -0.2292430420E+01   -0.2169886207E+01    0.6630756571E+04    0.2000000000E+01    0.1043006689E+02
       164   -0.2294136886E+01   -0.2559712055E+01    0.1063873726E+05    0.4000000000E+01    0.3793510495E+02
       165   -0.2297570067E+01   -0.2415966181E+01    0.6779858814E+04    0.0000000000E+00    0.2238176600E+02
       166   -0.2300162881E+01   -0.2167319667E+01    0.6630756571E+04    0.2000000000E+01    0.1024086484E+02
       167   -0.2303644223E+01   -0.2175607471E+01    0.6630756571E+04    0.2000000000E+01    0.1085183117E+02
       168   -0.2308919127E+01   -0.2016498880E+01    0.5077099481E+04    0.5000000000E+01    0.1078044069E+02
       169   -0.2309804540E+01   -0.2456818516E+01    0.6779858814E+04    0.0000000000E+00    0.2539334802E+02
       170   -0.2312471663E+01   -0.2407411617E+01    0.9653716929E+04    0.5000000000E+01    0.3142762668E+02
       171   -0.2326058645E+01   -0.2065785827E+01    0.1097250000E+05    0.5000000000E+01    0.3889053093E+01
       172   -0.2332547701E+01   -0.2013240108E+01    0.1770714002E+05    0.1100000000E+02    0.5760893579E+01
       173   -0.2342944817E+01   -0.2293545856E+01    0.7978064518E+04    0.2000000000E+01    0.1714081818E+02
       174   -0.2355562100E+01   -0.2166613120E+01    0.1037245623E+05    0.5000000000E+01    0.1239314006E+02
       175   -0.2356548015E+01   -0.3088432425E+01    0.5075072664E+05    0.6132022834E+01    0.1161559513E+02
       176   -0.2360514208E+01   -0.2457376067E+01    0.2667326022E+05    0.7971653812E+01    0.1352710028E+02
       177   -0.2361511442E+01   -0.2442786653E+01    0.1415300006E+05    0.5000000000E+01    0.2600308804E+02
       178   -0.2372634860E+01   -0.2161368136E+01    0.7105725000E+04    0.3000000000E+01    0.1191559762E+02
       179   -0.2379864674E+01   -0.2166875583E+01    0.6469220219E+04    0.2000000000E+01    0.1049651021E+02
       180   -0.2379864674E+01   -0.2258397284E+01    0.9604868649E+04    0.4000000000E+01    0.1756827759E+02
       181   -0.2399027866E+01   -0.2819292970E+01    0.2347481939E+05   -0.1139735225E+01    0.1893461703E+02
       182   -0.2399027866E+01   -0.2363619874E+01    0.2347269725E+05    0.7971653812E+01    0.1232931547E+02
       183   -0.2399027866E+01   -0.2109775417E+01    0.4044431034E+04    0.3000000000E+01    0.1357742045E+02
       184   -0.2400117692E+01   -0.2020501095E+01    0.4454730409E+04    0.5000000000E+01    0.1218656267E+02
       185   -0.2403403674E+01   -0.2173932636E+01    0.6552059374E+04    0.2000000000E+01    0.1086885861E+02
       186   -0.2404504550E+01   -0.2006205281E+01    0.4881762904E+04    0.5000000000E+01    0.1037033413E+02
       187   -0.2410051181E+01   -0.2147090839E+01    0.4986556672E+04    0.3000000000E+01    0.1464633681E+02
       188   -0.2412289821E+01   -0.2533114495E+01    0.4047655404E+04    0.2000000000E+01    0.4181827176E+02
       189   -0.2421361592E+01   -0.2261679764E+01    0.2363781162E+05    0.7971653812E+01    0.4519650429E+01
       190   -0.2425969543E+01   -0.2097917425E+01    0.2912128370E+04    0.3000000000E+01    0.1472470669E+02
       191   -0.2430626909E+01   -0.2292481931E+01    0.1428226238E+05    0.4000000000E+01    0.1173064143E+02
       192   -0.2432974458E+01   -0.2830016528E+01    0.3972120087E+05    0.6132022834E+01    0.1225595582E+02
       193   -0.2437707969E+01   -0.2169862229E+01    0.6630756571E+04    0.2000000000E+01    0.1042829932E+02
       194   -0.2462181786E+01   -0.2967988029E+01    0.4587883280E+05    0.6132022834E+01    0.1143413199E+02
       195   -0.2468521977E+01   -0.2746080295E+01    0.2390233194E+05   -0.1424669031E+01    0.1193045012E+02
       196   -0.2469801199E+01   -0.2869360700E+01    0.3685777081E+05    0.7971653812E+01    0.2571619350E+02
       197   -0.2472371001E+01   -0.2128780551E+01    0.4944527616E+04    0.2000000000E+01    0.1041014911E+02
       198   -0.2476254443E+01   -0.2475589039E+01    0.1478002500E+05    0.3000000000E+01    0.2137902452E+02
       199   -0.2501690411E+01   -0.3141079372E+01    0.1280045454E+05   -0.3918572304E+00    0.6392747254E+02
       200   -0.2505846380E+01   -0.2540924188E+01    0.2988339059E+05    0.6132022834E+01    0.8507379188E+01
       201   -0.2533133418E+01   -0.2260927890E+01    0.1788998400E+05    0.7971653812E+01    0.1472552722E+02
       202   -0.2540608568E+01   -0.2469625567E+01    0.3121455267E+05    0.1000000000E+02    0.1232954215E+02
       203   -0.2552843055E+01   -0.2627514217E+01    0.1070207609E+05    0.3000000000E+01    0.3985890929E+02
       204   -0.2554396887E+01   -0.3223735682E+01    0.3612858001E+05   -0.1139735225E+01    0.2615950307E+02
       205   -0.2559092019E+01   -0.2106931016E+01    0.1312021054E+05    0.6132022834E+01    0.6440408227E+01
       206   -0.2563838467E+01   -0.2110289228E+01    0.1259772910E+05    0.5871292144E+01    0.6848600656E+01
       207   -0.2567031831E+01   -0.2550956376E+01    0.2673217003E+05    0.4892743454E+01    0.1120263990E+02
       208   -0.2573489878E+01   -0.2276112544E+01    0.1428226238E+05    0.4000000000E+01    0.1052391112E+02
       209   -0.2576755273E+01   -0.2329262658E+01    0.5545144061E+04    0.3000000000E+01    0.2707859318E+02
       210   -0.2591761223E+01   -0.2753285476E+01    0.3797947077E+05    0.6132022834E+01    0.9708862611E+01
       211   -0.2595167480E+01   -0.2650571500E+01    0.3402637126E+05    0.7971653812E+01    0.1464208628E+02
       212   -0.2605549545E+01   -0.2283041507E+01    0.1428226238E+05    0.4000000000E+01    0.1103470543E+02
       213   -0.2616185890E+01   -0.2186366322E+01    0.6552059374E+04    0.2000000000E+01    0.1178545408E+02
       214   -0.2627089285E+01   -0.2550615837E+01    0.2673217003E+05    0.4892743454E+01    0.1117753575E+02
       215   -0.2634513325E+01   -0.2437870293E+01    0.2964921810E+05    0.7971653812E+01    0.6776333448E+01
       216   -0.2645892906E+01   -0.2114168966E+01    0.3340799997E+04    0.2000000000E+01    0.1219605496E+02
       217   -0.2655609102E+01   -0.2747970079E+01    0.2390233194E+05   -0.1424669031E+01    0.1206976264E+02
       218   -0.2663541667E+01   -0.2849499904E+01    0.4797985364E+05    0.8746177284E+01    0.6690073477E+01
       219   -0.2663541667E+01   -0.2917928508E+01    0.4435550000E+05    0.6132022834E+01    0.1046333650E+02
       220   -0.2669587648E+01   -0.2894018930E+01    0.4241942449E+05    0.4892743454E+01    0.8487116933E+01
       221   -0.2671621824E+01   -0.2431694187E+01    0.2859757826E+05    0.7971653812E+01    0.8198477821E+01
       222   -0.2671621824E+01   -0.2281986985E+01    0.1073992882E+05    0.4000000000E+01    0.1728091509E+02
       223   -0.2688247622E+01   -0.2774308582E+01    0.2449607844E+05   -0.1424669031E+01    0.1295141804E+02
       224   -0.2692505460E+01   -0.2391373254E+01    0.5643944443E+04    0.3000000000E+01    0.3148092372E+02
       225   -0.2705535317E+01   -0.2218458313E+01    0.8604613641E+04    0.3000000000E+01    0.1344832299E+02
       226   -0.2709966948E+01   -0.2458700197E+01    0.3205123141E+05    0.8746177284E+01    0.6317376067E+01
       227   -0.2718968225E+01   -0.3058924764E+01    0.5472199719E+05    0.8746177284E+01    0.1009220129E+02
       228   -0.2728160019E+01   -0.2476422983E+01    0.4643298525E+04    0.2000000000E+01    0.3657567447E+02
       229   -0.2732829915E+01   -0.2700071287E+01    0.2390233194E+05   -0.1424669031E+01    0.8538724772E+01
       230   -0.2744729184E+01   -0.2371713066E+01    0.2944383657E+05    0.8746177284E+01    0.4559644989E+01
       231   -0.2754489059E+01   -0.2131909879E+01    0.1218097024E+05    0.4892743454E+01    0.6288582982E+01
       232   -0.2759452499E+01   -0.2208138483E+01    0.2291609749E+05    0.8746177284E+01    0.4154775752E+01
       233   -0.2761955654E+01   -0.2423550634E+01    0.2992800000E+05    0.7971653812E+01    0.5223011288E+01
       234   -0.2769552867E+01   -0.2427582387E+01    0.2998720835E+05    0.8746177284E+01    0.7708206063E+01
       235   -0.2793176012E+01   -0.2228119596E+01    0.1667912394E+05    0.4892743454E+01    0.5350715749E+01
       236   -0.2809670263E+01   -0.2079894732E+01    0.1606392857E+05    0.7971653812E+01    0.4639957627E+01
       237   -0.2818158412E+01   -0.2493886269E+01    0.1179733847E+05    0.4000000000E+01    0.3101412029E+02
       238   -0.2841639619E+01   -0.2329082297E+01    0.1021200000E+05    0.3000000000E+01    0.1873379688E+02
       239   -0.2879428372E+01   -0.2723287319E+01    0.3711542398E+05    0.7971653812E+01    0.1448787514E+02
       240   -0.2931816736E+01   -0.2546463861E+01    0.2640878871E+05    0.1943594952E+01    0.2715138817E+01
       241   -0.2931816736E+01   -0.2338144532E+01    0.1138192857E+05    0.3000000000E+01    0.1731323940E+02
       242   -0.2939304804E+01   -0.2830916831E+01    0.4520884301E+05    0.7971653812E+01    0.7973416549E+01
       243   -0.2950784691E+01   -0.2522567041E+01    0.2842812000E+05    0.6132022834E+01    0.9752134243E+01
       244   -0.2982969584E+01   -0.2368897730E+01    0.2572155000E+05    0.8746177284E+01    0.1099731072E+02
       245   -0.2982969584E+01   -0.3155135623E+01    0.2701118345E+05   -0.1424669031E+01    0.3653541258E+02
       246   -0.2982969584E+01   -0.2927579578E+01    0.4326979998E+05    0.7971653812E+01    0.1856094566E+02
       247   -0.2987165727E+01   -0.2356817099E+01    0.1421916979E+05    0.5000000000E+01    0.1954739284E+02
       248   -0.2987165727E+01   -0.2232614364E+01    0.1548204547E+05    0.8000000000E+01    0.1702100487E+02
       249   -0.3002616674E+01   -0.2505760066E+01    0.9676734279E+04    0.3000000000E+01    0.3271383920E+02
       250   -0.3019545288E+01   -0.2912800637E+01    0.4196103931E+05    0.7971653812E+01    0.1980792477E+02
       251   -0.3039057130E+01   -0.2750521628E+01    0.3863677314E+05    0.7971653812E+01    0.1377956649E+02
       252   -0.3054534862E+01   -0.3002317399E+01    0.4878249946E+05    0.6132022834E+01    0.8781081081E+01
       253   -0.3065000380E+01   -0.2485786029E+01    0.3282563266E+05    0.7971653812E+01    0.4637929136E+01
