mpid,band_gap
mp-1247874,0.005600000000000271
mp-2022604,0.19159999999999977
mp-568971,0.9678
mp-754954,0.13839999999999986
mp-1215036,0.15400000000000003
mp-11641,0.4263999999999999
mp-663172,0.48150000000000004
mp-1214926,0.015699999999999825
mp-680202,0.13660000000000005
mp-1096812,0.05860000000000021
mp-1247858,0.10220000000000073
mp-1193238,0.7501000000000002
mp-561380,1.1402
mp-1178564,0.022099999999999564
mp-558768,0.00010000000000021103
mp-755598,0.020399999999999974
mp-1183014,0.28080000000000005
mp-29163,1.2999
mp-990091,0.8692999999999997
mp-685586,0.01429999999999998
mp-1183016,1.1289
mp-1229185,0.09939999999999993
mp-1229124,0.3175000000000001
mp-4431,1.1770999999999998
mp-9538,0.35760000000000014
mp-5145,0.8452999999999999
mp-662599,0.8906000000000001
mp-27554,0.1802999999999999
mp-34982,0.3932000000000002
mp-3172,0.023499999999999854
mp-1229183,0.09489999999999998
mp-561550,0.8717000000000001
mp-1229165,0.6774999999999993
mp-1215149,0.08939999999999948
mp-1198516,1.3565999999999998
mp-562412,0.30689999999999995
mp-17862,0.5388000000000002
mp-1215046,0.2029
mp-27821,0.8305999999999996
mp-1214993,0.005300000000000082
mp-1229128,0.4209999999999998
mp-4198,0.17849999999999966
mp-12459,0.9914000000000001
mp-30908,0.1743999999999999
mp-1105645,0.2964
mp-1229116,0.39870000000000005
mp-36600,0.39769999999999994
mp-1173025,0.4136000000000002
mp-22995,0.7261000000000002
mp-558189,0.6242999999999999
mp-632480,0.2474000000000003
mp-673825,0.2569999999999997
mp-674981,0.26239999999999997
mp-675879,0.3216000000000001
mp-676121,0.3738999999999999
mp-676561,0.3330000000000002
mp-1215087,0.27999999999999936
mp-1215096,0.36599999999999966
mp-556747,1.0703
mp-1195261,0.012499999999999956
mp-4515,0.9521000000000002
mp-1215084,0.17050000000000054
mp-6476,0.5603
mp-17568,0.21549999999999958
mp-29849,0.5034000000000001
mp-5710,0.17250000000000032
mp-684006,0.1964999999999999
mp-1229204,0.8686999999999998
mp-542199,0.46309999999999985
mp-553924,0.6932
mp-560947,0.6701999999999999
mp-556570,0.7545000000000002
mp-1229187,0.40349999999999997
mp-1195808,0.22930000000000028
mp-1182984,0.0807
mp-554357,0.0041999999999999815
mp-1199607,0.6883000000000001
mp-1247859,0.9308999999999998
mp-1247860,1.0997
mp-28812,1.459
mp-5563,0.5958000000000001
mp-568540,0.9788000000000001
mp-554648,0.020500000000000185
mp-559847,1.2689
mp-1191916,0.3075999999999999
mp-4004,0.5945
mp-1215016,0.20789999999999997
mp-569467,0.23160000000000025
mp-573465,0.19849999999999968
mp-1191803,0.47129999999999983
mp-1229181,0.03729999999999967
mp-1214970,0.5586
mp-1214971,0.6229
mp-15487,0.009700000000000042
mp-1229218,1.0085000000000006
mp-1229209,0.011200000000000099
mp-1229161,0.4276
mp-1229171,0.5861000000000001
mp-1229145,1.4419999999999997
mp-1197642,0.027000000000000135
mp-15077,0.5009999999999999
mp-683910,1.4065999999999996
mp-1197032,0.9116
mp-1247841,0.060699999999999754
mp-8594,0.4411999999999998
mp-766328,0.3775000000000004
mp-679950,0.08620000000000005
mp-9770,0.6102000000000003
mp-676799,0.07189999999999985
mp-685969,0.0387000000000004
mp-1215006,0.0484
mp-1229180,1.0255
mp-15645,0.5350999999999999
mp-17984,0.0009999999999998899
mp-651048,0.5562
mp-1229182,0.07099999999999995
mp-1195618,0.026499999999999968
mp-557631,1.4049
mp-985701,0.8362
mp-2646989,1.0937000000000001
mp-1178563,0.2921
mp-558950,0.49849999999999994
mp-775767,0.5616999999999999
mp-22665,1.3859999999999997
mp-13740,1.4968
mp-1229194,1.2572999999999999
mp-570340,0.8406
mp-16060,1.0268000000000002
mp-996983,0.5047999999999999
mp-776165,0.24230000000000018
mp-37920,0.2197
mp-559803,1.2098999999999998
mp-556434,1.1837999999999997
mp-569126,1.2778
mp-28965,0.3971
mp-558368,0.7834000000000003
mp-569939,0.5499999999999998
mp-1215004,0.13790000000000013
mp-1229202,0.3102999999999998
mp-23474,0.5262000000000002
mp-35909,0.9912000000000001
mp-996965,0.7818
mp-996969,1.4247
mp-996970,1.2491000000000003
mp-996982,0.9563999999999999
mp-1229121,0.0682999999999998
mp-1172905,0.49179999999999957
mp-1173060,0.23040000000000038
mp-29678,0.5353000000000003
mp-675977,0.3168999999999995
mp-556094,1.0752000000000002
mp-1183002,0.2618
mp-27916,0.2615999999999996
mp-33618,0.021099999999999675
mp-1060967,0.12139999999999995
mp-23231,0.7303999999999999
mp-570301,0.6990000000000001
mp-866291,1.1708
mp-997048,0.2785000000000001
mp-755991,1.2702
mp-756139,0.6979
mp-756342,0.8743000000000001
mp-1182983,0.5987
mp-1183000,0.00039999999999995595
mp-545730,1.3018999999999998
mp-22922,0.9522000000000002
mp-570687,0.8720000000000001
mp-570858,0.44379999999999975
mp-726265,0.6022000000000001
mp-1079156,0.9151
mp-22959,0.9630000000000001
mp-552169,0.9118999999999999
mp-997016,0.8646999999999999
mp-18536,0.2084999999999999
mp-1245460,0.5654000000000003
mp-1246590,0.7465999999999999
mp-1096274,0.013100000000000112
mp-1096804,0.8512
mp-1204384,0.3083999999999999
mp-1200633,1.238
mp-1205035,0.029199999999999948
mp-707364,0.8278
mp-769355,1.0711
mp-769295,0.29179999999999995
mp-558188,0.7385999999999999
mp-560443,0.5517
mp-556798,1.1892000000000003
mp-567890,0.8397
mp-12362,0.7092999999999998
mp-6215,1.2453000000000003
mp-560067,1.2604
mp-23140,1.3584
mp-558446,1.1391000000000002
mp-22894,1.3877000000000002
mp-22919,0.7684000000000002
mp-22925,1.3674
mp-568927,0.9588999999999999
mp-580941,1.3759000000000001
mp-30037,0.11079999999999979
mp-19467,1.3616
mp-1103149,1.0969999999999998
mp-1196722,0.4153000000000001
mp-996960,1.4382000000000001
mp-1079720,0.11599999999999988
mp-1288,0.1826000000000001
mp-997028,0.49610000000000004
mp-1189095,1.1378
mp-554766,1.3266
mp-1195243,1.2132000000000005
mp-8200,0.6586999999999996
mp-5470,1.3228
mp-559470,0.1882999999999999
mp-1206101,0.21799999999999997
mp-997019,0.03340000000000032
mp-997021,0.14279999999999982
mp-1193499,1.4039000000000006
mp-1097539,0.6372
mp-997006,0.3870999999999998
mp-997007,0.05549999999999988
mp-1214944,1.1739000000000002
mp-1018033,0.6217999999999999
mp-997106,0.49760000000000026
mp-1202574,0.18779999999999997
mp-1183030,0.08530000000000015
mp-1204157,0.00010000000000010001
mp-1183033,0.06519999999999992
mp-1229081,0.09809999999999963
mp-1202255,1.175
mp-1229237,0.7760999999999996
mp-14653,0.5397999999999998
mp-1199846,0.2893999999999999
mp-1198276,1.1056
mp-1229157,0.17549999999999955
mp-1229291,0.7599
mp-1236920,1.2338000000000005
mp-640564,1.4559
mp-1247477,0.015399999999999636
mp-1215022,0.1423
mp-540872,0.0945999999999998
mp-545999,0.13329999999999975
mp-860791,0.28749999999999964
mp-560848,1.0857
mp-605863,0.5552000000000001
mp-1205392,1.3126999999999995
mp-1229019,0.07639999999999958
mp-3922,1.3716000000000004
mp-555028,0.8025
mp-569052,1.3963999999999999
mp-10809,0.40559999999999996
mp-990257,0.2576
mp-1096381,0.8147000000000002
mp-568761,0.24110000000000031
mp-570431,1.0025
mp-559257,1.4211
mp-561489,1.1676000000000002
mp-1214992,0.07999999999999963
mp-1201087,0.3596
mp-28586,1.4980000000000002
mp-675325,0.7057
mp-1198361,1.4598000000000002
mp-1262087,0.20909999999999984
mp-1183009,0.3196000000000001
mp-1248269,0.04069999999999929
mp-1248448,0.040300000000000225
mp-1293197,1.0647000000000002
mp-1048821,1.1286
mp-554868,0.11040000000000028
mp-1215079,0.0030000000000001137
mp-1183036,0.059699999999999864
mp-1045504,0.14280000000000026
mp-1096807,0.3820000000000001
mp-1245956,0.24379999999999935
mp-683984,1.1038000000000001
mp-574529,1.3809
mp-540628,1.3285
mp-1183021,0.062000000000000055
mp-1229270,0.22929999999999984
mp-1096823,0.06729999999999947
mp-801915,1.3242000000000003
mp-18663,0.013799999999999812
mp-1183001,0.35619999999999985
mp-1197319,1.185
mp-1204779,1.3157
mp-1246198,0.17790000000000017
mp-3807,1.2611000000000003
mp-1248317,0.5769000000000002
mp-1229034,0.35219999999999985
mp-540759,0.34319999999999995
mp-756318,0.3186
mp-530381,0.030700000000000394
mp-1204067,0.00810000000000001
mp-1095887,0.07019999999999982
mp-1093958,0.010800000000000143
mp-1262197,0.09250000000000025
mp-1228975,0.18090000000000028
mp-1205208,0.13339999999999996
mp-607399,0.8876
mp-754713,0.3273999999999999
mp-773505,0.4480999999999993
mp-1195160,1.2722000000000002
mp-1154457,0.12349999999999994
mp-23434,0.5594
mp-1251595,0.3547999999999998
mp-1093967,0.12040000000000006
mp-557084,0.6347999999999998
mp-1229226,0.30200000000000005
mp-1096576,0.48999999999999977
mp-1197991,0.33540000000000003
mp-1198093,0.047800000000000065
mp-1259854,1.4325999999999999
mp-1245423,0.08170000000000055
mp-530513,0.03819999999999979
mp-530567,0.5183000000000009
mp-1096451,0.037799999999999834
mp-1261855,0.01739999999999986
mp-1078015,0.6271000000000004
mp-1261369,0.8863999999999999
mp-720965,0.02090000000000014
mp-1229318,1.0604999999999998
mp-1336298,0.1463000000000001
mp-685952,0.22960000000000003
mp-756317,1.3460999999999999
mp-1104053,1.3048999999999995
mp-1103510,0.3820999999999999
mp-3038,1.4253999999999998
mp-7910,1.1108000000000002
mp-1262001,0.5063000000000004
mp-1378195,0.6497000000000002
mp-1248873,1.0073000000000008
mp-605912,0.5434000000000001
mp-1246782,0.008599999999999497
mp-1096538,0.5222000000000002
mp-1248407,0.5021
mp-1105018,0.23380000000000045
mp-1247839,1.3845999999999998
mp-1247880,0.00509999999999966
mp-1359927,0.9567999999999994
mp-2637304,1.4376999999999995
mp-638765,0.6822999999999997
mp-723985,0.04919999999999991
mp-7188,0.2898999999999994
mp-1095763,0.5728
mp-1248716,0.38039999999999985
mp-1093553,0.19229999999999992
mp-1097560,0.02059999999999995
mp-706302,0.3152
mp-1199403,0.4633999999999998
mp-1201085,0.015900000000000025
mp-1204519,0.0043999999999999595
mp-1246757,0.7301000000000002
mp-27452,1.4131
mp-1097168,1.0162999999999998
mp-10910,0.08639999999999937
mp-643430,0.37660000000000005
mp-699208,1.0251
mp-1252698,0.0002999999999993008
mp-1247838,0.5873999999999997
mp-1247927,0.9578000000000002
mp-685120,1.0615999999999999
mp-1198111,0.06589999999999996
mp-1199231,0.9652000000000001
mp-1192629,0.24099999999999994
mp-1192646,0.3175
mp-1194176,0.05940000000000001
mp-1201477,0.2319
mp-1328088,0.11599999999999966
mp-1183015,1.3101
mp-1260244,1.3515999999999995
mp-1097381,0.6785000000000001
mp-1096117,0.5482
mp-1097597,1.0267999999999997
mp-1093622,0.8066
mp-1093720,0.019299999999999873
mp-1192488,0.0044999999999999485
mp-540629,1.4057
mp-1228524,1.3615000000000004
mp-1247924,0.6829999999999998
mp-9254,1.0734000000000004
mp-568443,0.8418000000000001
mp-1266390,1.0333999999999994
mp-1096785,0.9875999999999996
mp-1096787,0.04440000000000044
mp-1096789,1.1242
mp-1096794,0.041699999999999626
mp-1246018,1.0513999999999997
mp-1096814,0.4488000000000003
mp-1096816,1.3944999999999999
mp-1096817,0.20389999999999997
mp-1096818,0.4119999999999999
mp-1104860,1.3788999999999998
mp-1228454,0.8803999999999998
mp-1247901,0.024100000000000232
mp-608080,0.020799999999999486
mp-1199889,0.12609999999999993
mp-1228446,0.4530000000000003
mp-645326,1.2291
mp-1263648,0.04039999999999999
mp-1196246,0.013100000000000112
mp-732346,0.4891000000000001
mp-1215114,0.9378
mp-1204101,0.7232999999999999
mp-1204696,0.9331
mp-1215146,0.005099999999999993
mp-1200028,0.06169999999999998
mp-1229197,0.2652
mp-1200284,0.06409999999999982
mp-1248289,0.23459999999999992
mp-1264321,0.04689999999999994
mp-1591,1.3154000000000003
mp-10990,0.13470000000000004
mp-1044864,0.6445999999999996
mp-1133344,0.3050999999999995
mp-1229285,0.7703000000000002
mp-1228691,0.9859999999999998
mp-1199608,0.871
mp-1228698,1.3302999999999994
mp-1228721,0.6835
mp-1228728,0.3960999999999997
mp-1228699,1.1498
mp-709031,1.029
mp-1201890,0.012799999999999978
mp-1215160,0.010400000000000187
mp-1044109,1.1445999999999996
mp-1214816,1.2008999999999999
mp-1247233,0.4349999999999996
mp-1044922,0.019899999999999807
mp-1256235,0.5661000000000005
mp-1248520,0.03080000000000016
mp-1252778,0.3208000000000002
mp-1354911,0.019000000000000128
mp-1251086,1.1491999999999996
mp-1356833,0.9984000000000002
mp-5496,1.4427000000000003
mp-570079,0.8374000000000006
mp-1256333,0.1764000000000001
mp-35267,1.4217000000000004
mp-37405,0.5045999999999999
mp-1245348,0.8914
mp-1182901,0.06790000000000002
mp-1214854,0.46320000000000006
mp-5798,0.11539999999999928
mp-696353,0.30689999999999973
mp-1228556,0.48809999999999976
mp-1182935,1.1084
mp-1202099,1.1467
mp-1190320,0.4901
mp-530331,1.4355999999999995
mp-14506,1.3602000000000003
mp-1229326,0.6758
mp-1229042,0.20900000000000052
mp-744386,0.3811
mp-1205591,0.26809999999999995
mp-1247813,0.02579999999999938
mp-1096668,1.4133999999999998
mp-1096824,1.0623
mp-11794,0.8251999999999997
mp-1239228,0.252
mp-9631,1.4090999999999996
mp-1253488,0.06220000000000003
mp-1343327,0.04809999999999981
mp-1343733,0.03200000000000003
mp-14091,1.1351999999999998
mp-1228963,1.1072000000000002
mp-14092,1.0469000000000004
mp-988945,0.3385000000000007
mp-1215024,0.43770000000000003
mp-16613,0.5888
mp-706662,1.1337000000000002
mp-1195438,0.008399999999999963
mp-1190020,1.1162
mp-1200931,0.8872
mp-1047502,0.019799999999999596
mp-1245430,1.4127
mp-1344602,0.9480000000000004
mp-1376082,0.7618
mp-1392353,0.6410999999999998
mp-1268005,0.019400000000000084
mp-1202918,0.34419999999999984
mp-1105616,0.9859999999999998
mp-1229258,0.6016000000000001
mp-1182913,0.49529999999999985
mp-1189041,0.606
mp-1182891,0.3063
mp-1228978,0.7454999999999998
mp-1096462,0.13539999999999974
mp-1228925,0.7791000000000001
mp-1047724,0.02829999999999977
mp-1163946,0.43520000000000003
mp-1203164,0.4623999999999999
mp-1229178,0.21409999999999996
mp-1404938,0.051000000000000156
mp-754022,0.8939000000000004
mp-756947,0.8609
mp-776216,0.3481000000000005
mp-1196580,0.3982
mp-1229214,1.0388
mp-1096575,0.2885
mp-1048826,1.1429
mp-1229097,1.4767000000000001
mp-1251690,1.1578
mp-1097410,0.14979999999999993
mp-1097386,0.4129999999999998
mp-1228984,0.8799000000000001
mp-1047109,1.1739999999999995
mp-1047770,0.8695000000000004
mp-1182890,1.2412999999999998
mp-1202327,0.18480000000000008
mp-1229293,0.005199999999999871
mp-1201631,0.5487000000000002
mp-560271,0.4476
mp-1228980,0.8904999999999998
mp-706670,0.8976999999999999
mp-1096066,0.009100000000000108
mp-1178579,0.13490000000000002
mp-1096827,1.2542999999999997
mp-8016,0.8921999999999999
mp-1229065,1.2404000000000002
mp-1228961,0.7126999999999999
mp-1229027,0.5512999999999999
mp-8017,1.0186000000000002
mp-1043216,1.2089999999999996
mp-1215165,0.02200000000000024
mp-1238368,0.0047000000000001485
mp-1254277,1.3295000000000003
mp-1259818,1.3607999999999993
mp-1264966,1.3457999999999997
mp-1228907,1.1429
mp-1228950,0.4356
mp-1228891,0.7004999999999999
mp-1229072,1.0530000000000002
mp-1229038,0.7461000000000002
mp-1097204,0.02059999999999995
mp-1095917,0.6435999999999997
mp-1228895,0.17270000000000074
mp-1182914,0.04349999999999987
mp-1183019,0.046599999999999975
mp-695979,0.11959999999999993
mp-1247827,0.11129999999999995
mp-568001,0.8372
mp-570828,1.2341
mp-1228935,1.0686
mp-1228926,0.5087999999999999
mp-1229077,0.7319999999999993
mp-1229046,0.24070000000000036
mp-1245824,0.8864999999999998
mp-1229179,0.042500000000000426
mp-1228917,0.029799999999999827
mp-1246285,1.2564000000000002
mp-1228866,0.2375999999999996
mp-1228890,0.3185000000000002
mp-1041813,1.4055999999999997
mp-1266944,0.19700000000000006
mp-1340471,0.13849999999999962
mp-1246835,1.4508
mp-1248370,0.7347999999999999
mp-1373731,1.4177
mp-1047448,1.2513999999999994
mp-1045571,1.4528999999999996
mp-1182858,0.2939000000000007
mp-1182869,0.13690000000000024
mp-734251,1.0972
mp-727116,9.999999999998899e-05
mp-568423,1.4267999999999998
mp-551798,0.018199999999999994
mp-675771,1.1049000000000002
mp-686615,0.06610000000000005
mp-1193321,0.06569999999999998
mp-1204888,0.4584999999999999
mp-1214957,0.21549999999999997
mp-1203200,0.13670000000000027
mp-727215,1.0399
mp-1228817,0.11870000000000047
mp-1228809,0.04749999999999943
mp-1093864,0.2548999999999997
mp-557272,1.0461999999999998
mp-1079481,0.14789999999999992
mp-1182973,0.4517000000000001
mp-1183023,0.2066
mp-1018100,0.9179000000000004
mp-15621,0.02210000000000001
mp-2624,1.2255000000000003
mp-1194909,1.122
mp-567743,0.7508999999999997
mp-1204489,0.5731999999999999
mp-1228843,1.3571999999999997
mp-1192837,1.3956
mp-1183134,1.1346000000000007
mp-1371447,0.32459999999999933
mp-1374707,1.2462
mp-649130,0.05410000000000004
mp-1182916,0.005299999999999999
mp-1248231,1.0668
mp-710380,0.6805999999999999
mp-1096756,0.2884000000000002
mp-5168,0.28859999999999975
mp-31220,1.2504
mp-1041835,1.1757
mp-1042285,0.16970000000000063
mp-1096126,0.3147000000000002
mp-1097493,0.07740000000000036
mp-1041870,0.3343999999999996
mp-768539,0.7376999999999994
mp-9579,0.5872999999999999
mp-1045538,0.41579999999999995
mp-1252214,0.2614000000000001
mp-1272257,0.03640000000000043
mp-1272295,0.36380000000000035
mp-1274278,0.11869999999999958
mp-1276673,0.1993999999999998
mp-1280023,0.36820000000000075
mp-1281387,0.2716000000000003
mp-1282714,0.26170000000000027
mp-1291152,0.41080000000000005
mp-1045019,0.3843999999999994
mp-1045114,1.2699000000000003
mp-1264182,0.3937000000000008
mp-1096125,0.04870000000000019
mp-765647,1.1677
mp-735041,0.3904000000000001
mp-1258362,0.20599999999999996
mp-1042107,1.4906999999999995
mp-1045980,1.4888000000000001
mp-1262038,0.5218000000000003
mp-1046804,0.8598999999999997
mp-1251647,0.6213000000000006
mp-1096171,0.0495000000000001
mp-1229294,0.9899999999999998
mp-1093891,0.012199999999999989
mp-1097561,0.07630000000000026
mp-27445,1.3305
mp-558244,0.5218
mp-651217,0.6425000000000001
mp-1214773,1.2946
mp-1182482,0.10099999999999998
mp-1247882,0.20799999999999996
mp-684626,0.4928
mp-684856,0.08910000000000018
mp-1237705,1.2948
mp-15649,0.8155000000000001
mp-30014,1.149
mp-1105631,1.4491
mp-1413546,1.3654000000000002
mp-1788,1.426
mp-2455,0.6646999999999998
mp-19941,0.7649999999999997
mp-2513,0.07850000000000001
mp-15954,0.2625000000000002
mp-766,0.44920000000000027
mp-1247820,0.5332000000000001
mp-1078443,0.6002999999999998
mp-909,1.4466
mp-1229167,1.2161
mp-540912,0.026799999999999713
mp-637982,0.49150000000000027
mp-647590,0.055199999999999694
mp-773040,0.2796000000000003
mp-1197935,1.3071
mp-673654,0.04949999999999999
mp-646283,0.14300000000000068
mp-755240,0.3576999999999999
mp-1190837,1.1157
mp-1214666,0.2631
mp-1228966,1.3700999999999999
mp-1182587,0.6292999999999997
mp-1214763,0.6846
mp-1204430,0.5439999999999999
mp-1198106,0.08219999999999983
mp-555067,1.4816
mp-732021,0.6734
mp-1182438,0.8165
mp-1247925,1.2189
mp-30106,1.4376
mp-690847,0.4762
mp-31020,1.4099
mp-555340,0.6263999999999998
mp-1228810,1.4699
mp-1214865,0.9988
mp-1182387,0.07599999999999996
mp-1215144,0.10160000000000036
mp-1214793,1.1795
mp-1214784,1.0029000000000003
mp-1228799,0.4581999999999997
mp-1229257,1.3138
mp-1228801,0.7610999999999999
mp-1228792,0.7984
mp-1228753,0.4142999999999999
mp-1228745,1.2237
mp-1228724,0.9137000000000004
mp-1214786,0.9146000000000001
mp-1214794,0.7335000000000003
mp-1229002,0.6236000000000002
mp-705472,0.9440000000000001
mp-557628,1.1714
mp-1191613,1.2919
mp-695196,0.327
mp-554289,0.5874999999999999
mp-560042,1.483
mp-1182568,0.09819999999999984
mp-1199658,0.40460000000000007
mp-1200088,1.2666
mp-542570,1.3679999999999999
mp-559575,1.3837
mp-560986,1.3533
mp-556763,1.2185
mp-505373,1.2345000000000002
mp-1214911,0.8213999999999997
mp-1214817,0.2682000000000002
mp-1228770,0.02079999999999993
mp-990238,0.10530000000000017
mp-27253,0.8689999999999998
mp-658803,0.7390000000000003
mp-28095,1.1502
mp-559824,0.9414
mp-27441,1.4326
mp-17407,0.3012999999999999
mp-27213,0.7497
mp-997033,0.7129
mp-652180,0.0706
mp-1228677,1.296
mp-541656,0.8978999999999999
mp-27647,1.3606
mp-1214857,0.0019000000000000128
mp-1195965,0.09560000000000013
mp-630336,0.0043999999999999595
mp-27265,0.9762000000000001
mp-997018,0.2618
mp-997046,0.8831
mp-997092,0.8999
mp-30103,0.7890000000000001
mp-997027,0.9596
mp-2793,0.2627999999999999
mp-27199,0.6302999999999999
mp-560549,1.3674
mp-644828,1.3692000000000002
mp-1214780,0.9278
mp-160,1.4333999999999998
mp-729184,0.5116
mp-1214830,0.18230000000000013
mp-1182647,0.2968000000000002
mp-1195990,0.4469000000000001
mp-1203744,0.10580000000000012
mp-1200351,1.4325
mp-989467,0.1452
mp-28092,1.0827
mp-1201814,0.42240000000000005
mp-1182541,0.5870999999999995
mp-1199763,0.006800000000000139
mp-1008528,1.3755999999999995
mp-1228638,1.0153999999999996
mp-1204652,0.4334
mp-1247811,0.4173
mp-1229246,1.0734
mp-540900,0.7786
mp-642462,0.17209999999999992
mp-699412,0.002000000000000224
mp-696812,1.4863
mp-1247878,0.9112999999999998
mp-1247922,1.126
mp-1215095,0.7828999999999999
mp-1201222,0.0054000000000002935
mp-707942,0.15910000000000024
mp-1182499,0.09949999999999992
mp-1204898,0.12929999999999997
mp-1204578,0.4051
mp-1197636,1.0871
mp-1096825,0.9206000000000003
mp-733481,0.3415999999999999
mp-1228676,0.18459999999999965
mp-1198815,0.29660000000000003
mp-1198024,1.3137
mp-1182537,0.05760000000000076
mp-10044,1.2036999999999995
mp-984718,1.1428000000000003
mp-685043,1.2319
mp-1215033,1.4867
mp-1079201,0.7324000000000002
mp-1247928,0.030999999999999917
mp-23256,0.9004000000000001
mp-706227,0.006900000000000017
mp-1246423,1.0201000000000002
mp-1077506,0.9469999999999992
mp-1244917,1.1992000000000003
mp-1244943,1.1885
mp-1245193,0.2781
mp-1245281,0.054400000000000004
mp-1245297,1.0362
mp-1245301,0.8285
mp-1106370,0.483
mp-1247897,0.5600999999999998
mp-726927,0.09299999999999997
mp-1008559,1.0624000000000002
mp-1479,1.2434999999999992
mp-1182507,0.023499999999999854
mp-1199260,0.8651
mp-728878,0.023099999999999996
mp-1201734,0.42069999999999996
mp-997618,0.7506000000000004
mp-1183211,1.4054000000000002
mp-1246918,0.9237000000000002
mp-27286,0.9577999999999998
mp-8579,0.8761000000000001
mp-18501,0.6732999999999998
mp-14501,0.19010000000000016
mp-9297,1.4498000000000002
mp-1204604,0.6024
mp-728866,0.7895
mp-12927,1.1789999999999998
mp-1228976,1.2751000000000001
mp-28057,0.9620000000000002
mp-669448,1.0087
mp-1214983,0.5037
mp-1214990,0.8614999999999999
mp-8281,0.15759999999999996
mp-8279,0.6835999999999998
mp-1247881,0.0394000000000001
mp-7374,1.3862999999999999
mp-4255,0.5011999999999999
mp-5970,0.9028
mp-10437,0.3703000000000003
mp-4473,0.4887000000000006
mp-30133,0.6006999999999998
mp-1193797,1.3765
mp-17927,0.7862
mp-1192805,1.3665000000000003
mp-17928,0.7848999999999995
mp-566548,0.049599999999999866
mp-568396,0.7292000000000001
mp-19154,1.3402
mp-1183302,1.3062
mp-1105728,1.4276999999999997
mp-29938,0.027800000000000047
mp-38117,0.5291000000000001
mp-1192904,0.6887000000000003
mp-1194410,1.2254999999999998
mp-1182773,0.7582000000000004
mp-27810,0.02859999999999996
mp-27809,0.5134000000000003
mp-625888,0.0027000000000000357
mp-625894,0.2549
mp-625964,0.12349999999999994
mp-626015,0.1985
mp-1182823,0.6228999999999999
mp-707786,0.14450000000000007
mp-1214843,1.1066
mp-17273,0.7850000000000001
mp-1105940,0.2508999999999997
mp-1214945,0.25319999999999965
mp-21183,0.9642
mp-33985,0.8637000000000001
mp-1192674,1.3977
mp-1192634,0.7892999999999994
mp-8280,1.0689000000000002
mp-29209,0.3967999999999998
mp-8278,1.1366
mp-9567,0.8466
mp-29351,0.09839999999999982
mp-624196,0.08589999999999964
mp-752573,1.0116999999999998
mp-18991,0.3230999999999997
mp-1104130,0.19099999999999984
mp-1182637,0.26470000000000005
mp-1196761,0.7797
mp-28967,0.7791999999999999
mp-1029619,0.0860000000000003
mp-1196150,0.5435999999999999
mp-1197994,0.1457
mp-1182450,0.1563
mp-1246824,1.3093000000000004
mp-28129,1.4872999999999998
mp-4727,0.8717000000000001
mp-17501,0.43100000000000005
mp-1193757,1.4344000000000001
mp-17786,0.7957000000000001
mp-17153,0.7858999999999998
mp-31275,1.1654999999999998
mp-1193169,1.3803999999999998
